pid,bbl,bin,borough,electricity_use_kwh,building_area_sqft
6664906,3052370038,3121216,brooklyn,55685.1,27820
6664908,1008190014,1015410,manhattan,518669.0,29532
6664909,1010557501,1070034,manhattan,173508.9,30700
6664910,1004750056,1007082,manhattan,204243.6,33029
6664912,1006980044,1012395,manhattan,79272.3,42800
6664913,4019860001,4048852,queens,126669.8,37963
6664914,1004740012,1007037,manhattan,701229.7,34886
6664916,1020480016,1060906,manhattan,245682.7,52976
6664917,3021470021,3059680,brooklyn,116791.9,31394
6664918,3021390014,3059628,brooklyn,116934.8,27739
6664919,1022390017,1064964,manhattan,141425.9,40350
6664920,2037920042,2025817,bronx,283268.4,48760
6664921,2032660090,2016127,bronx,146478.8,32956
6664922,1020540075,1061187,manhattan,168940.5,34497
6664923,1022390013,1064963,manhattan,165111.3,37268
6664924,2033290040,2017838,bronx,219463.5,44892
6664925,2037920037,2025816,bronx,150256.0,46545
6664926,4012920012,4030014,queens,663439.5,37000
6664927,2022930008,2000528,bronx,385460.1,27392
6664928,3075760021,3206438,brooklyn,226130.6,27820
6664929,1022500075,1065084,manhattan,148563.9,40105
6664930,1012590014,1034204,manhattan,623523.5,49360
6664931,4001050022,4000755,queens,69814.7,27419
6664932,4002580038,4003467,queens,165544.8,47080
6664933,4017700007,4044345,queens,285405.8,27300
6664934,3036070008,3082397,brooklyn,175192.0,40214
6664936,3047910023,3106502,brooklyn,56071.2,33730
6664937,3084090050,3237222,brooklyn,170681.2,29957
6664938,3052340021,3121115,brooklyn,124287.4,38520
6664939,1019800075,1059689,manhattan,1229424.8,28223
6664940,1012620048,1034341,manhattan,1596239.0,118292
6664941,1007800013,1014339,manhattan,474761.5,64625
6664942,4005060029,4518927,queens,722126.3,89880
6664944,3011690009,3029309,brooklyn,6598605.5,38199
6671707,3011870049,3029691,brooklyn,286867.7,28117
6671708,0,5151294,staten is,401884.7,42372
6671709,2032730225,2116012,bronx,1132419.0,53495
6671710,2045110028,2053670,bronx,142495.1,48800
6671711,3024460051,3063453,brooklyn,130348.8,48578
6671712,1004570020,1006540,manhattan,111414.2,29532
6671713,1000920032,1001278,manhattan,96964.3,26791
6671714,2033240025,2017678,bronx,133573.1,49149
6671715,1022190037,1064742,manhattan,180164.6,45496
6671716,1001740037,1001910,manhattan,379911.5,44940
6671718,3030610010,0,brooklyn,133845.8,32034
6671721,0,1056410,manhattan,834093.6,59509
6675019,1010107506,1088565,manhattan,14447743.0,853567
6675073,4027570001,4061621,queens,118295.0,32526
6675074,1010650021,1026843,manhattan,235414.7,38466
6675080,4011590069,4026092,queens,81029.0,30000
6675086,4021720001,4051723,queens,367366.0,90816
6675126,2033260008,2017720,bronx,188682.9,48834
6675127,2028740098,2008774,bronx,230636.2,29700
6675128,4155670021,4298337,queens,75468.4,25200
6675130,3061620049,3156816,brooklyn,159678.0,38280
6675132,3061620043,3156815,brooklyn,107643.7,29910
6675135,2033280117,2017812,bronx,112076.2,37000
6675137,1021690025,1064148,manhattan,212705.8,27055
6675149,2027617501,2006325,bronx,284435.6,32135
6675153,1005630024,1009130,manhattan,124322.1,36846
6675157,5010200020,5110130,staten is,197094.7,36946
6675158,4014680052,4036173,queens,129963.4,25475
6675159,3051620068,3118811,brooklyn,156859.6,40000
6675160,3011870066,3029701,brooklyn,87512.9,25152
6675163,4023050022,4053443,queens,147446.9,37216
6675165,3050070006,3114023,brooklyn,148971.8,36180
6675166,3017510025,3329636,brooklyn,485387.4,45939
6675167,2025060075,2003084,bronx,198121.5,36750
6675168,2025200053,2115824,bronx,254970.4,45963
6675170,2028720108,2008674,bronx,126674.0,31875
6675171,2028720123,2008678,bronx,195663.2,33000
6675578,2025210031,2003349,bronx,210414.4,43205
6675579,2028730016,2008729,bronx,248206.8,42878
6675580,2028740037,2008750,bronx,179431.6,30600
6675582,2028740033,2008749,bronx,248421.0,37570
6675583,2028740134,2008780,bronx,167753.1,31455
6675584,2028720205,2008688,bronx,184143.9,33100
6675586,2028720256,2008698,bronx,201795.5,40371
6675587,2028760037,2008809,bronx,174177.3,33000
6675588,2028760040,2008810,bronx,174587.2,33000
6675589,2025360001,2003562,bronx,209378.7,36000
6675591,2025330086,2003545,bronx,131138.7,26400
6675592,2025360026,2003565,bronx,147210.2,33000
6675593,2025210001,2003337,bronx,209359.4,39432
6675594,2025270168,2003498,bronx,176117.8,29970
6675596,2025280050,2003514,bronx,157783.0,32250
6675604,3024790055,3063693,brooklyn,383209.0,34750
6668464,0,4001282,queens,178929.7,41255
6665154,0,1056060,manhattan,187337.1,53305
6668373,0,2016115,bronx,928779.0,102977
6668199,0,1016154,manhattan,1292139.5,98030
6668227,0,1080755,manhattan,2316592.0,101724
6667522,0,3397391,brooklyn,2224437.0,280288
6667525,0,1035078,manhattan,1278703.6,231508
6667538,0,1076078,manhattan,845268.3,97940
6668501,3056000037,3135986,brooklyn,279533.1,25500
6672480,0,3424736,brooklyn,1326983.5,198734
6672491,0,1089911,manhattan,431452.9,70782
6673901,1011437503,1076233,manhattan,445740.0,47849
6673902,3002500016,3425984,brooklyn,732708.4,79211
6673903,3001810031,3420701,brooklyn,343350.4,49997
6673906,1011470030,1079333,manhattan,310406.1,36258
6673907,3001547501,3425971,brooklyn,1164612.2,144902
6675932,1021800178,1064438,manhattan,199300.5,56000
6672380,2028440105,2008120,bronx,310211.1,76010
6664122,1010150059,1024710,manhattan,692730.1,41287
6664543,1014397501,1072488,manhattan,1373908.4,153116
6664544,1014337502,1088595,manhattan,1390085.5,125063
6664545,1014357501,1072231,manhattan,1112117.6,233099
6664548,1014297502,1087912,manhattan,3521738.7,256863
6664549,1014047503,1042610,manhattan,1517614.4,186869
6664550,1013807501,1087937,manhattan,1124041.2,98550
6666488,4004007501,4607501,queens,2483235.3,397455
6666490,1007677505,1013854,manhattan,13657511.3,344517
6666491,1013900023,1041695,manhattan,1111279.2,225202
6666492,1013457502,1090147,manhattan,1522822.6,210388
6666493,1015777504,1090384,manhattan,1667010.9,184440
6666494,1013630027,1040141,manhattan,229047.4,73593
6666495,1011187502,1028167,manhattan,608755.4,75282
6667532,1013610039,1040084,manhattan,410844.3,93616
6667558,0,3000135,brooklyn,209975.8,37968
6672937,3042570001,3404587,brooklyn,309707.8,63386
6672939,2025240033,2129213,bronx,299156.0,56406
6672940,2027210010,2120355,bronx,392087.5,63891
6672945,2030167502,2120278,bronx,1406238.2,42200
6674243,4021370013,0,queens,231507.2,72222
6674245,2024610094,2002823,bronx,2510300.7,568597
6674252,1020630046,1061524,manhattan,134599.2,44268
6674254,1004877501,1007311,manhattan,478469.8,37443
6674255,3000417502,3000094,brooklyn,346811.7,37048
6674257,3002350004,3001779,brooklyn,170012.6,45664
6674258,4022170001,4052243,queens,233907.2,83811
6674259,1016297502,1085680,manhattan,379663.9,56282
6674876,0,1090528,manhattan,443154.1,66000
6675079,0,1015408,manhattan,1065640.8,121000
6675576,1008280035,1015650,manhattan,1443625.4,151000
6671363,0,1059225,manhattan,634469.8,78936
6671379,0,3029607,brooklyn,173203.4,26776
6671393,0,3029608,brooklyn,159402.0,28440
6671465,0,3029610,brooklyn,134114.0,25556
6671476,0,3029611,brooklyn,153581.3,25556
6671482,0,3029612,brooklyn,130472.5,26640
6671491,0,3029613,brooklyn,137754.3,26952
6671501,0,3331212,brooklyn,259144.3,30800
6671522,0,3037542,brooklyn,126688.4,36000
6671544,3050790001,3116509,brooklyn,98269.6,30956
6671556,3012110039,3030275,brooklyn,226042.0,35745
6671570,3011810068,3331283,brooklyn,79657.2,28724
6672344,0,3116881,brooklyn,387237.7,32000
6672870,0,3245078,brooklyn,102501.9,41760
6672872,0,3182470,brooklyn,128318.6,44000
6672873,0,3175531,brooklyn,147873.7,48800
6672874,0,3244592,brooklyn,116830.8,34720
6672875,0,3120269,brooklyn,144382.3,34400
6672876,0,1063544,manhattan,96889.8,15840
6672877,0,1063545,manhattan,78972.0,15840
6672878,0,1063174,manhattan,131339.2,23505
6672880,0,3102740,brooklyn,146724.8,40800
6672881,0,3100705,brooklyn,147222.7,30720
6672883,0,1064805,manhattan,110779.4,25157
6672884,0,1064144,manhattan,139426.6,30155
6672885,0,1064214,manhattan,165168.3,31665
6672886,0,1064213,manhattan,157418.1,32590
6672887,0,3120366,brooklyn,165983.9,41452
6672888,0,3103599,brooklyn,84485.2,24000
6672889,0,3110484,brooklyn,105225.4,29932
6672890,0,3110552,brooklyn,99243.8,22120
6672892,0,1064726,manhattan,79344.8,14490
6672893,0,1064727,manhattan,103934.2,20330
6672894,0,3106048,unknown,259595.8,54600
6672895,0,3167998,brooklyn,188384.2,29800
6672897,0,3099484,brooklyn,298554.7,64381
6664965,3074400041,3204131,brooklyn,224870.3,36010
6674207,1004980016,1007578,manhattan,65227.7,29586
6673658,0,1045956,manhattan,195302.4,26281
6673659,0,1031236,manhattan,118179.5,36265
6675610,2022610005,2092081,bronx,431820.0,41080
6675611,0,2081724,bronx,691254.7,43128
6675619,4010030011,4021796,queens,499001.6,38160
6675041,0,3069661,brooklyn,75920.4,26316
6675075,0,3063335,brooklyn,74047.0,29620
6672431,2031790004,2127653,bronx,569844.3,28000
6663261,2033360011,2018042,bronx,345509.6,105060
6663265,3068360050,3184661,brooklyn,325274.5,97020
6664170,1008610010,1088871,manhattan,1565159.7,78843
6664385,2025050001,2003055,bronx,115675.8,35700
6664395,3013790019,3036858,brooklyn,115860.4,36400
6664397,3013790024,3036859,brooklyn,74712.0,25200
6664407,2032930083,2016813,bronx,146887.8,44431
6664409,2031670046,2013819,bronx,145937.3,39425
6664413,3046470001,3101129,brooklyn,139394.3,32780
6664415,1022210039,1064773,manhattan,142416.8,30725
6664771,4096750006,4440110,queens,97729.7,31000
6664778,2032630292,2016101,bronx,282390.3,88056
6664780,2027610139,2006383,bronx,148771.4,30100
6664782,2042980022,2048981,bronx,390534.5,97800
6666456,3075807501,0,brooklyn,110187.2,31814
6666457,3058687502,3388765,brooklyn,163241.0,33158
6667354,2045930001,2056149,bronx,514207.7,37250
6667375,3054170045,3127742,brooklyn,136467.6,37226
6667379,3066370016,0,brooklyn,141739.9,45350
6667383,3065730040,3173154,brooklyn,155122.1,25600
6667387,3054220019,3127878,brooklyn,98267.2,32000
6667390,3067480016,3181125,brooklyn,76815.6,27084
6667393,3064980055,3170246,brooklyn,93755.2,32200
6667395,3065730043,3173155,brooklyn,193578.7,31400
6669837,5075770003,5118310,staten is,410470.6,75000
6672463,1004997501,1007627,manhattan,161019.1,28121
6673889,1005090026,1007922,manhattan,299624.2,25480
6673894,1004150078,1005508,manhattan,421288.3,25071
6674047,2053860017,2074435,bronx,155719.5,25200
6674049,2032870066,2016629,bronx,98431.6,27000
6674806,1022290046,1064873,manhattan,141772.3,25315
6674813,1022150534,1064670,bronx,444167.1,42000
6674815,2032790041,2016418,bronx,113142.3,25122
6674816,1022150061,1064524,bronx,273374.5,35268
6674818,2033180092,2017533,bronx,140666.0,36900
6674819,1022150555,1064679,bronx,206816.7,41910
6674821,1021700283,1064083,manhattan,136544.4,26390
6674822,3062860043,3163374,brooklyn,172385.4,48000
6675949,2031630006,2013766,bronx,197850.5,49034
6675954,1010780008,1027024,manhattan,186826.0,30618
6675962,1015630005,1050452,manhattan,87690.7,28900
6675971,1021580079,1063834,manhattan,250940.5,55000
6675976,2031440045,2013375,bronx,401349.5,67104
6675988,3000287501,3388012,brooklyn,186015.6,35978
6675992,3011790092,3029635,brooklyn,149904.2,44100
6676002,1008670020,1017197,manhattan,547730.2,71043
6676638,1022150352,1064590,bronx,134145.8,33070
6676641,1021390236,1063428,manhattan,107744.0,28100
6676642,2049540008,2066569,bronx,1373245.8,32511
6669993,0,1008449,manhattan,140574.5,25132
6672314,0,3002702,brooklyn,910260.5,49515
6675087,0,3390901,brooklyn,691096.8,54247
6675093,0,3038309,brooklyn,172758.3,52764
6667521,1011250024,1028636,manhattan,3049926.2,674192
6667522,3023247502,3397391,brooklyn,2224437.0,280288
6667523,1014877502,1072696,manhattan,2439141.5,372489
6667524,1020457501,1087463,manhattan,2352736.3,266683
6667525,1012737501,1035078,manhattan,1278703.6,231508
6667526,1020457502,1087464,manhattan,935246.3,188480
6667527,1014080033,1043046,manhattan,851316.1,179755
6667528,1017480001,1084826,manhattan,816937.8,170653
6667529,1009357501,1020634,manhattan,411617.0,127034
6667530,1010777501,0,unknown,935306.2,113479
6667535,1002187504,1088611,manhattan,507153.2,56205
6667536,1015180049,1048133,manhattan,489745.2,113522
6667538,1005907502,1076078,manhattan,845268.3,97940
6667539,1014147501,1043366,manhattan,743566.4,117039
6667540,1011200057,1028253,manhattan,244133.6,62527
6667541,1009040050,1019782,manhattan,798307.4,159920
6667544,1008910059,1018922,manhattan,145189.7,39491
6667545,1006367501,1011979,manhattan,214410.2,39260
6667546,1006957507,1088639,manhattan,340928.9,39198
6667547,1001067502,1001364,manhattan,231458.0,38022
6667548,1006370030,0,manhattan,474738.4,37996
6667549,1013680039,1040473,manhattan,108440.8,29670
6668856,1008590064,1016939,manhattan,1797500.1,234970
6668859,1008330052,1015826,manhattan,490934.8,33448
6668866,1016550038,1052428,manhattan,144888.3,31638
6669102,1014147502,1087103,manhattan,1465450.4,117930
6664084,3050970104,3117083,brooklyn,336687.5,72010
6664110,2057500500,2083523,bronx,548177.5,118582
6669835,4049787501,4534816,queens,2512417.0,418000
6672788,3056500014,3138098,brooklyn,222573.6,26413
6672808,4049737501,4596186,queens,5300436.5,289688
6671598,1011660011,1030721,manhattan,102072.2,41280
6672944,2027627501,2006460,bronx,497726.5,65137
6664421,0,1065065,manhattan,103709.7,31140
6664423,0,2096904,bronx,106899.5,32400
6664424,0,1056675,manhattan,143099.8,36045
6664426,0,2083255,bronx,94426.1,43000
6664427,0,2091866,bronx,978896.3,247247
6664428,0,2109355,bronx,617974.2,74467
6664429,0,2083469,bronx,244050.0,80214
6668581,2037390059,2023837,bronx,175399.8,36500
6668640,2024310026,0,bronx,611695.3,136465
6668659,2028410041,2008060,bronx,202224.4,46128
6668672,3002540006,3002216,brooklyn,174081.8,46410
6668673,2028280005,2007910,bronx,385775.3,78095
6668674,2032370100,2015139,bronx,243437.7,27225
6668680,4012790035,4029670,queens,548646.2,102803
6668683,2024240086,2002046,bronx,243861.6,60840
6668688,2024240110,2002047,bronx,244310.4,42000
6668692,1019690055,1059616,manhattan,218984.5,63264
6668693,1021760036,1064263,manhattan,197072.8,52206
6668696,1022500050,1065080,manhattan,221228.4,68592
6668716,3050530001,3115909,brooklyn,81778.9,27392
6668719,3013930040,3037438,brooklyn,130359.3,35600
6668726,3050660086,3116279,brooklyn,195590.8,67417
6670939,2038080038,0,bronx,167450.1,105000
6672501,2046310075,0,bronx,85694.0,38646
6663738,4000650020,4000524,queens,134381.0,36100
6664031,5054600037,5107700,staten is,736855.2,26025
6674212,2045130059,0,bronx,290313.3,26828
6674213,2045140044,2053813,bronx,187253.6,27825
6669761,1018730001,1056498,manhattan,176109.7,54950
6668772,0,1001356,manhattan,1598523.7,125840
6668790,0,1001189,manhattan,401648.8,47500
6669329,3003917501,3006148,brooklyn,642722.4,51400
6676008,0,4440137,queens,772341.4,226768
6676009,4065420003,0,queens,694884.5,254100
6676012,0,4540824,queens,466060.9,156736
6663286,3055170039,3328510,brooklyn,847407.2,81000
6664211,0,2018639,bronx,454797.6,48925
6664212,0,1056399,manhattan,110973.1,10165
6664213,0,2117625,bronx,427523.5,39782
6664214,0,2124683,bronx,278018.6,46400
6664215,0,2212753,bronx,271199.0,27331
6664216,0,1059844,manhattan,171251.6,23886
6664217,0,3399230,brooklyn,344560.3,36000
6664218,0,3394970,brooklyn,325034.9,35000
6664220,0,2120464,bronx,298372.8,27418
6664221,0,2017191,bronx,422001.8,50676
6664222,0,2118985,bronx,290645.0,34242
6664223,0,2128351,bronx,323640.6,31530
6664224,0,1079255,manhattan,93651.8,9525
6668295,4076100056,4162216,queens,120766.5,32400
6664399,4002170005,4003129,queens,401406.8,38700
6669850,0,3032898,brooklyn,13790.4,27560
6669854,0,1062360,manhattan,26683.4,31794
6669876,0,3118450,brooklyn,20974.5,47250
6665472,0,1005763,manhattan,238787.0,25586
6667222,0,3127549,brooklyn,312206.5,25498
6668493,0,1060884,manhattan,201128.1,30198
6669046,0,4531289,queens,169061.2,48443
6669957,0,2053527,bronx,184860.2,49410
6671739,3054180018,3127750,brooklyn,130259.5,36400
6672371,3009970006,3396804,brooklyn,272466.9,29737
6672452,1010980036,1027135,manhattan,4269834.0,135000
6673662,1005460040,1008819,manhattan,686439.3,87000
6673701,0,4044829,queens,17574.2,37948
6668771,0,3194825,brooklyn,123971.6,37600
6668783,0,3126787,brooklyn,155271.3,43116
6668786,0,3245464,brooklyn,116875.1,45500
6668788,0,3245465,brooklyn,132343.3,45500
6668794,0,3145477,brooklyn,138715.9,35040
6668795,0,3136250,brooklyn,99680.1,36105
6668804,0,3121384,brooklyn,111620.2,31600
6673691,3083437501,0,unknown,211750.9,170304
6673694,3074627502,3204968,brooklyn,288287.8,31297
6673700,3086690073,3244591,brooklyn,112164.6,28480
6673702,3074410263,3204413,brooklyn,109824.8,44840
6673706,3067390006,3180721,brooklyn,172026.5,60036
6673708,3086860025,3245063,brooklyn,152338.5,43669
6670092,0,1089785,manhattan,1064841.2,235758
6673710,0,3397861,brooklyn,17629649.8,1148280
6673707,0,1089808,manhattan,2683857.0,402727
6674826,0,1085785,manhattan,4145956.5,581739
6674827,0,3124033,brooklyn,1093723.4,120689
6674828,0,1090461,manhattan,1847495.6,264451
6674829,0,1085659,manhattan,2120174.3,319759
6664085,2031240001,2013159,bronx,1115997.2,181093
6673645,3050720047,3116385,brooklyn,105761.9,34828
6673652,3055950001,3135781,brooklyn,145829.9,38520
6681572,0,3164766,brooklyn,154328.6,47700
6681579,0,3036609,brooklyn,102552.1,34502
6681603,0,3115937,brooklyn,200171.1,43632
6681619,0,3336551,brooklyn,124396.4,35410
6681628,0,3072981,brooklyn,88399.8,43250
6682873,3086767503,3398246,brooklyn,276385.6,73815
6682874,3003527501,3392194,brooklyn,155696.4,67159
6682876,3073240001,0,brooklyn,333546.6,82719
6682877,4001400010,4001307,queens,518290.9,48150
6682880,2029980018,2010808,bronx,114866.1,38841
6682881,1020820057,1062167,manhattan,79570.1,27606
6682882,4052830001,4443506,queens,148792.1,38798
6682883,4012780038,4029654,queens,360679.3,27285
6682884,4013497501,4540113,queens,208129.8,34056
6682886,3002550025,3002246,brooklyn,336582.9,27713
6682887,3087900059,3247426,brooklyn,1388231.8,43870
6682890,4013057501,4030453,queens,401552.1,65927
6682891,5005210009,5013661,staten is,349622.6,39547
6682892,3087140010,3245565,brooklyn,86097.4,33170
6682893,1014120012,1043189,manhattan,160819.3,31565
6682894,3048040001,3107038,brooklyn,115641.1,32528
6682895,1014390019,1044694,manhattan,135000.0,49445
6682896,1019760056,1059667,manhattan,102566.6,42971
6682897,1015400014,1049219,manhattan,122149.9,42021
6682898,3048710001,3108655,brooklyn,186248.8,38520
6682899,3048040006,3107039,brooklyn,167197.8,32528
6682900,1006100017,1010668,manhattan,92598.5,38520
6682901,1015430005,1049810,manhattan,154776.5,46558
6682902,3079180061,3319861,brooklyn,240336.5,29147
6682903,3044070030,3098058,brooklyn,212250.9,37968
6682904,1019300053,1058648,manhattan,202782.9,44999
6682905,4006350033,4009519,queens,187633.3,40609
6682906,4097540034,4208820,queens,353408.0,35721
6682907,1008987502,1087451,manhattan,183441.8,28565
6682908,2039730005,2041694,bronx,222711.8,52997
6682909,4006730034,4010911,queens,112951.1,28077
6682910,3030760006,3071328,brooklyn,251518.3,56333
6682911,4030577501,4312065,queens,235077.9,46623
6682912,1005620036,1009116,manhattan,236899.9,42865
6682913,4006140065,4008450,queens,78272.6,29960
6684283,0,2013335,bronx,323931.2,76532
6681673,1008390079,0,manhattan,278219.5,32143
6683262,0,3183214,brooklyn,125883.0,47833
6682775,3019920012,3418184,brooklyn,320928.4,29249
6678212,2046560001,2057644,bronx,157218.7,50163
6679918,0,1065026,manhattan,126568.2,51663
6679919,0,1087465,manhattan,252103.7,107100
6679921,0,1078779,manhattan,210098.3,41600
6682153,0,1046984,manhattan,180108.2,42560
6687164,0,1003031,manhattan,213663.3,50533
6682135,0,1014582,manhattan,385503.9,34500
6682193,0,4092475,queens,94886.9,28000
6683254,0,1015901,manhattan,376156.0,34430
6683607,0,1015260,manhattan,247451.1,43920
6686871,0,2016116,bronx,453914.6,46601
6687945,0,4009603,queens,59157.8,28000
6681530,1018750029,1056565,manhattan,388796.7,42126
6681535,4011940032,4027275,queens,150173.5,31675
6681832,1008380027,1015927,manhattan,273343.6,39848
6681846,1008320041,1015786,manhattan,145478.6,44380
6681850,3044130001,3098070,brooklyn,1139556.7,31740
6685887,1012520038,1034131,manhattan,131306.4,38416
6685888,2057160287,2083241,bronx,82857.1,36281
6687105,0,1003704,manhattan,932373.3,65000
6687112,0,1084874,manhattan,722502.7,38721
6687117,0,1006521,manhattan,959801.7,48820
6688919,1010180006,1024737,manhattan,2293117.5,221700
6677318,3088120137,3395317,brooklyn,159895.3,32902
6677166,1017790007,0,manhattan,859900.8,191721
6677167,5012720011,0,staten is,4204611.9,526551
6679479,4004130032,0,queens,579584.1,79167
6679818,1011320021,1088863,manhattan,2677077.4,329377
6683669,4005880026,4007480,queens,162042.0,33066
6684973,1007947502,1087533,manhattan,476687.0,46948
6684983,1008160074,1015301,manhattan,76897.0,31350
6684985,1005537502,1087531,manhattan,300573.6,36495
6685890,1008030065,1015094,manhattan,183599.9,28250
6686170,1001347504,1001456,manhattan,114974.8,30586
6686837,1020020061,1059968,manhattan,130389.5,37038
6686841,1020750005,1061880,manhattan,88718.6,29520
6686842,2023730023,2001333,bronx,434476.4,26665
6686843,2023990006,2001672,bronx,187152.1,38875
6686851,2024490064,2002602,bronx,175393.6,45416
6686852,2024490068,2002603,bronx,171938.8,44865
6686861,2024540026,0,bronx,204103.1,44658
6686863,2024550028,2002712,bronx,132711.6,35930
6686864,2024570004,2002765,bronx,112497.2,28695
6686867,2024570017,2002769,bronx,186986.5,39500
6686868,2024960052,2003026,bronx,338739.9,47058
6686869,2025820042,2003972,bronx,256275.2,43796
6686870,2026100058,2004225,bronx,137247.4,33695
6686873,2027840050,2007260,bronx,135154.2,27900
6686877,2027940019,2007391,unknown,163085.8,39000
6686881,2027990035,2007503,bronx,171989.0,39930
6686884,2027990045,2007509,bronx,110040.0,31995
6686887,2028300021,2007966,bronx,146727.2,33201
6686890,2028300025,2007967,bronx,22303.9,25602
6686892,2028310028,2007977,bronx,183080.1,42060
6686926,2028310061,2007984,bronx,168703.9,38434
6686930,2028310065,2007985,bronx,154204.9,39876
6686931,2028330006,2007997,bronx,183918.4,44040
6686935,2028380023,2008023,bronx,207339.2,34386
6686941,2030500066,2011560,bronx,282292.3,39310
6686950,2031460016,2013433,bronx,125919.4,29448
6686961,2031490125,2013544,bronx,153955.4,39000
6686964,2031560096,2013680,bronx,184305.0,43460
6686966,2031610026,2013751,bronx,204392.7,36633
6686972,2031780045,2013954,bronx,190509.0,41005
6686976,2031960056,2014214,bronx,108681.2,27000
6686977,2031990031,2014310,bronx,88347.2,26500
6686980,2031990059,2014320,bronx,126070.3,26780
6686981,2031990072,2014323,bronx,155200.3,30200
6686984,2032110042,0,bronx,128419.0,30000
6686988,2032820001,2016466,bronx,241550.5,44322
6686990,2032950053,2016884,bronx,108810.5,33400
6686991,2032960047,0,bronx,141365.7,34333
6686998,1021770152,1064313,manhattan,205388.2,49500
6686999,1022230001,1064785,manhattan,396316.0,47500
6687000,1021390193,1063419,manhattan,148094.0,45000
6687001,1021310001,1063150,manhattan,339676.5,43500
6687002,3066070001,3174680,brooklyn,105403.8,37000
6687003,1008720050,1017824,manhattan,116065.1,30000
6687004,2033050026,2017175,bronx,162359.6,48000
6687010,2033150044,0,bronx,137916.0,35828
6687017,2033190001,2017574,bronx,165995.3,45548
6687021,2033360059,2018048,bronx,143885.3,44000
6687024,2033470036,2018359,bronx,76064.1,26600
6687028,3014090037,3037985,brooklyn,157844.9,34836
6687105,1002850029,1003704,manhattan,932373.3,65000
6687112,1003730038,1084874,manhattan,722502.7,38721
6687117,1004550029,1006521,manhattan,959801.7,48820
6687936,0,1047469,manhattan,282597.9,48600
6687940,0,1042825,manhattan,198793.7,47245
6687941,0,1089955,manhattan,395206.7,46900
6687942,0,1044873,manhattan,214724.1,34200
6687943,0,1009613,manhattan,155955.2,31540
6688618,2028920118,0,bronx,378718.1,44500
6688623,2058630129,2085164,bronx,399742.8,46000
6688632,2022930053,2000538,bronx,304118.0,27348
6688637,2023300034,2000898,bronx,259907.4,48310
6689191,2033577502,2124445,bronx,1156833.0,48545
6682223,0,3109563,brooklyn,262094.4,46680
6682228,0,3217369,brooklyn,180229.9,48900
6679511,0,4467706,queens,239327.4,116645
6688906,0,2017137,bronx,143934.9,51000
6676718,0,1015174,manhattan,3969515.3,473391
6681965,0,4014093,queens,793866.9,76195
6682141,0,1017869,manhattan,397391.7,54027
6681713,4103360150,4220267,queens,113878.1,43956
6681830,1001500017,1001643,manhattan,181348.5,27853
6681852,1001500015,1001642,manhattan,408690.2,29165
6681866,1002090001,1002678,manhattan,298147.9,29343
6681874,1010210045,1024802,manhattan,1154756.4,34520
6682113,1002310036,1003021,manhattan,209064.7,29000
6682128,1002310005,1003009,manhattan,870525.3,30000
6682154,3002650039,3002547,brooklyn,205784.3,27732
6682170,3001450006,3000286,brooklyn,380423.9,34378
6682174,3050810043,3116557,brooklyn,537433.1,36612
6682187,3002680046,3002635,brooklyn,245358.8,29846
6679523,3010790001,3025343,brooklyn,113328.6,32388
6686937,0,4047329,queens,583503.8,44000
6679816,2052450001,2072410,bronx,415755.3,41952
6681423,3029990024,3070655,brooklyn,641774.8,64000
6684365,1004100004,1005304,manhattan,256671.2,33546
6686102,0,1034126,manhattan,66334.4,26537
6686104,1012520025,1034127,manhattan,88180.4,33302
6686108,0,1034125,manhattan,170116.0,26439
6686111,1018320013,1055257,manhattan,163361.5,39200
6683817,1010090014,1023451,manhattan,549640.5,32240
6684367,2023400204,2086386,bronx,166214.6,48200
6684858,2025940035,2004031,bronx,589765.3,35490
6684916,1012430010,1033693,manhattan,260583.7,43404
6684926,2027740152,2006938,bronx,105678.5,40000
6684948,1018820058,1056915,manhattan,148170.8,47020
6684961,1019957501,1075481,manhattan,380706.0,42653
6682777,0,4537915,queens,581427.8,42473
6682779,0,1015912,manhattan,521461.0,37195
6676818,0,3138390,brooklyn,134291.8,36120
6676840,0,3137283,brooklyn,303833.5,48000
6676853,0,3138770,brooklyn,120335.1,34200
6676859,0,3139473,brooklyn,127845.0,45600
6681859,1021530081,1081876,manhattan,297496.6,47309
6676645,1021790201,1064352,manhattan,154614.7,34820
6676649,1021790203,1064353,manhattan,138251.5,32100
6676651,1021390196,1063420,manhattan,132863.0,34338
6676653,1021390340,1063441,manhattan,183513.5,44156
6677363,2033030005,2017114,bronx,118232.3,36300
6677368,2033460034,2018344,bronx,83579.5,26400
6677573,2032610124,2015957,bronx,130818.3,41238
6678589,4142600111,4575340,queens,573867.6,34000
6678796,2029580031,2010114,bronx,210108.3,38220
6679543,2031640023,2013780,bronx,203929.7,38500
6679545,2029230001,2009586,bronx,398386.5,29755
6679546,4024480201,4056444,queens,780306.6,28525
6681769,1005220028,1008216,manhattan,994803.6,38720
6681778,4001900013,4002496,queens,93447.6,28600
6681798,1008040008,1015098,manhattan,220413.2,39471
6681854,1002747501,1003275,manhattan,153960.6,32802
6682121,1006387502,1012046,manhattan,234696.1,32207
6682133,1001357503,1079154,manhattan,315290.9,37765
6682167,1008180005,1015372,manhattan,115602.1,25639
6682172,1006417502,1085761,manhattan,278808.8,34600
6682194,1002197501,1002836,manhattan,683807.2,98921
