pid,bbl,bin,borough,electricity_use_kwh,building_area_sqft
6331916,2033000047,2017009,bronx,118735.9,28290
6335417,3086880079,3245094,brooklyn,161321.4,52200
6342863,3050970095,3117082,brooklyn,162140.1,46680
6342873,3065920006,3174022,brooklyn,157900.6,46000
6342897,3087150068,3245623,brooklyn,122039.5,45000
6344106,4014850037,4036719,queens,221366.0,44218
6352316,1021270029,1063046,manhattan,217367.9,26150
6352378,1008820008,1018124,manhattan,102938.6,25596
6352388,1004350045,1005849,manhattan,305296.7,32698
6352394,1008860062,1018330,manhattan,115034.2,25284
6352402,1021800082,1064408,manhattan,142031.2,45222
6352413,1006180042,1011114,manhattan,126160.5,26700
6352422,1011690057,1030900,manhattan,379944.4,45976
6352429,2044290006,2051301,bronx,133667.5,31751
6352435,1021390175,1063414,manhattan,137715.5,44574
6352442,1012290006,1032678,manhattan,196473.5,41137
6352450,1021420050,1063481,manhattan,150735.7,48298
6352624,1020500007,1060927,manhattan,160102.2,41982
6352631,1020500015,1060929,manhattan,164137.0,41982
6352637,1014480045,1044920,manhattan,162337.2,46932
6352647,1020630054,1061526,manhattan,101745.6,29424
6352660,1020630057,1061527,manhattan,122514.1,29425
6352666,1020500113,1061000,manhattan,147198.2,47822
6352672,1022410002,1064981,manhattan,146868.0,42874
6352682,1021150062,1062727,manhattan,153793.4,32262
6352691,1021190001,1062822,manhattan,444054.2,46420
6354370,3009280013,3018377,brooklyn,108012.1,35700
6354377,1022220045,1064784,manhattan,165722.9,41490
6310520,0,4594411,queens,620639.0,99310
6310568,0,4207730,queens,223005.9,49011
6310797,0,4074626,queens,271583.4,60306
6310820,0,4072860,queens,260078.7,60306
6310828,0,4443458,queens,225215.9,59993
6310840,0,4458036,queens,217343.4,54947
6310848,0,4153295,queens,226828.7,55216
6310858,0,4534094,queens,194957.4,51173
6314612,3053630061,0,unknown,214881.8,40000
6337490,0,1078601,manhattan,4905298.4,759187
6314934,0,1088542,manhattan,2518957.0,214210
6310419,1010290023,1080846,manhattan,781714.9,33497
6314169,1005290003,1008419,manhattan,249934.6,49310
6339566,0,1033818,manhattan,103954.6,34640
6309374,0,2084826,bronx,412794.8,68916
6331950,0,3389796,brooklyn,257351.0,26000
6311955,1006077503,1089806,manhattan,7160888.2,704145
6318091,0,3336109,brooklyn,207163.5,28022
6311920,0,2115634,bronx,446036.2,36294
6312077,4050410067,4114249,queens,429719.2,38989
6312235,0,1055174,manhattan,965118.2,124458
6312237,0,1055164,manhattan,937598.7,125478
6310830,3007710150,3350246,brooklyn,137604.5,40060
6333431,1008430045,1016079,manhattan,3645475.3,272680
6333435,1006310030,1011753,manhattan,431537.8,51300
6333453,1006920023,1012296,manhattan,592706.9,83250
6333460,1006920019,1012295,manhattan,1129392.1,94622
6333465,1006920015,1012294,manhattan,382241.9,111330
6333475,1009990054,1022671,manhattan,480564.4,66190
6333738,2023270064,2000853,bronx,482814.9,54000
6338140,1008200029,1015447,manhattan,660562.0,42625
6338152,1008610052,1016995,manhattan,551026.2,35778
6310574,1011320020,0,manhattan,13552194.0,1147386
6318042,3011580037,3322578,brooklyn,121374.2,42050
6312293,0,1051595,manhattan,276790.8,56670
6352747,0,1020570,manhattan,569787.5,81500
6312053,0,3414036,brooklyn,515816.0,98149
6334911,0,2098821,bronx,535365.2,104288
6334912,0,2008147,bronx,281457.8,47797
6334913,0,2008130,bronx,225302.2,47084
6334914,0,2008124,bronx,187620.0,45582
6334916,0,2008131,bronx,100606.5,33750
6334917,0,2008152,bronx,287736.6,65056
6334918,0,2008122,bronx,207092.0,52220
6334919,0,2008123,bronx,339663.9,66260
6337333,0,2008121,bronx,232840.4,49042
6337334,0,2008102,bronx,271124.7,60401
6337335,0,2008143,bronx,406827.9,81640
6321238,1021310008,1063152,manhattan,206082.0,37400
6319703,0,1003988,manhattan,128852.7,34512
6313909,3042340017,3095110,brooklyn,5971.1,32000
6310418,0,4003787,queens,68805.1,32250
6311901,0,4307195,queens,24190.3,25658
6312026,1020750023,1061886,unknown,92522.4,33451
6312387,0,4003272,queens,294695.3,36250
6313349,3020100010,3057525,brooklyn,30630.2,42175
6317312,0,1055891,manhattan,508753.6,32600
6311050,3017130007,3421590,brooklyn,1079210.2,80963
6311201,3037050016,3083681,brooklyn,157204.1,33296
6311204,4035900042,4086762,queens,160910.0,43800
6311208,3062140056,3159591,brooklyn,86132.6,38125
6313799,3032747501,3251905,brooklyn,946833.8,130787
6317503,0,3016179,brooklyn,364001.0,38500
6313381,0,3391416,brooklyn,102747.8,32152
6309401,1001897508,1002142,manhattan,113900.2,25051
6309410,1007927505,1014585,manhattan,236886.4,38770
6315102,3030290061,3070836,brooklyn,112997.0,30000
6309449,1018770025,1056613,manhattan,100798.7,33750
6309457,1005140010,1007991,manhattan,119741.8,40500
6310927,0,1059963,unknown,330934.3,46841
6310512,0,3070528,brooklyn,32376.4,39510
6312047,2033540005,2018555,bronx,163890.7,49000
6312060,2033000039,2017006,bronx,108841.8,27000
6313426,3067827503,3397657,brooklyn,79496.8,25166
6312219,5000010250,5113337,staten is,60736.4,25171
6312478,1002330004,1003041,manhattan,701896.3,38000
6312786,4001310009,4000974,queens,152482.0,27288
6312798,0,3141543,brooklyn,5709.0,28000
6313564,1015077501,1047440,manhattan,180994.5,26064
6313907,0,4116924,queens,112272.4,115396
6314936,0,4309412,queens,245178.2,105763
6315466,0,4113575,queens,53660.0,44962
6316150,1002710057,1079602,manhattan,131676.8,37565
6317581,0,1014725,manhattan,24314.4,25000
6317603,0,2000789,bronx,118062.7,39264
6318680,0,3168647,brooklyn,48795.6,28380
6319086,2028280024,2128694,bronx,61956.5,25963
6322713,2031210014,2127009,bronx,51188.2,37800
6322782,2023820037,2129325,bronx,46342.8,27927
6319195,0,4058971,queens,51548.7,35000
6319520,4023740106,4054720,queens,90691.4,32500
6319698,0,1089527,manhattan,107559.3,37835
6347045,4116390022,4539462,queens,419812.9,28223
6335420,0,2128995,bronx,675482.7,127440
6335498,3046150036,3100123,brooklyn,121697.4,35080
6335757,3045960043,3099437,brooklyn,319618.8,43500
6335935,3046490006,3101182,brooklyn,223253.0,35000
6336129,3011810036,3029656,brooklyn,86575.6,32320
6336263,3048180001,0,brooklyn,186827.4,44100
6336350,3046420029,3100977,brooklyn,111976.8,39670
6336380,3046660037,3101742,brooklyn,125308.1,42625
6336906,3011870044,3029690,brooklyn,87892.4,30320
6336910,3046500046,3101227,brooklyn,124943.5,36665
6336925,3046950037,3102769,brooklyn,90852.4,32800
6336723,1020790007,1061970,manhattan,154908.8,42528
6337693,3062050001,3159086,brooklyn,122728.0,36078
6342019,1002630008,0,manhattan,3771039.6,1008322
6342023,1003210001,0,manhattan,4020100.5,1231250
6342085,1002660065,1003219,manhattan,1618160.2,41733
6348044,0,2004287,bronx,167500.6,26650
6348269,3006437506,3397575,brooklyn,201722.7,28000
6349137,3048700033,3108638,brooklyn,165433.9,25300
6349351,3050830110,3116638,brooklyn,119021.0,29946
6317283,1007880064,1014486,manhattan,315242.4,59488
6318071,0,1015423,manhattan,483522.4,51889
6313696,1011390008,1081024,unknown,589988.6,44200
6310475,0,3398170,brooklyn,508388.2,75634
6314345,0,3413941,brooklyn,773228.8,193294
6314346,0,3413940,brooklyn,878750.8,165734
6309232,1008680051,1017241,manhattan,576843.0,29960
6315194,0,1087141,manhattan,8818119.8,706000
6319534,0,3170829,brooklyn,437295.9,154378
6319535,0,4079388,queens,246925.3,77670
6311935,0,1015149,manhattan,126016.5,43369
6347208,0,1045386,manhattan,306613.2,42700
6347482,0,1045953,unknown,106825.7,35573
6348922,0,1044858,unknown,164826.0,43288
6348934,0,1050877,unknown,72913.9,38520
6310446,1011970046,1081040,manhattan,133832.5,28741
6313265,0,4433427,queens,336651.0,41960
6369359,0,1062702,manhattan,150585.0,31578
6405397,3073257501,3388788,brooklyn,206540.5,60920
6405398,1004977503,1007563,manhattan,143004.9,29708
6405399,4061720006,4136503,queens,80975.3,29920
6405400,2027350020,2005886,bronx,1030326.6,45224
6405401,4004470013,4005232,queens,469631.1,42800
6405402,1020710015,1061730,manhattan,153625.5,36252
6405403,4004470030,4005234,queens,150914.6,34240
6405404,4026110121,4860950,queens,75101.1,28890
6405405,3071040258,3191545,brooklyn,144488.0,34882
6405406,4066300015,4143564,queens,172850.5,48953
6405407,4099377501,4534092,queens,233091.3,34579
6405408,2032790016,2016409,bronx,136680.1,45983
6405409,3011550088,3028658,brooklyn,136855.8,58117
6405410,4066300030,4451270,queens,146995.7,36732
6405411,4014337501,4035224,queens,273056.9,78966
6405412,4099440001,4213038,queens,143659.9,36594
6405413,1008590077,1016944,manhattan,134313.4,52137
6405415,1018720037,1056484,manhattan,112427.4,49089
6405416,1018730027,1056507,manhattan,129870.9,58910
6405417,1000920034,1001279,manhattan,99549.1,38964
6405418,1010650025,1026845,manhattan,68854.4,32714
6405419,3062417501,3392191,brooklyn,208238.3,38552
6405420,4030880001,4072178,queens,474227.5,76980
6405421,1015270009,1048557,manhattan,164364.4,39474
6405422,1013470014,1078232,manhattan,117421.9,28820
6405423,1015850036,1051352,manhattan,213564.3,52245
6405424,1006220056,1011317,manhattan,165181.7,36700
6405425,2033270126,2017779,bronx,156771.7,52430
6359275,0,2005724,bronx,212389.9,41010
6410264,0,1032755,manhattan,1097513.4,67121
6410265,0,3177588,brooklyn,221891.8,37072
6388099,4001190115,4000817,queens,538195.0,45760
6373324,0,1032246,manhattan,895986.1,135030
6389188,0,1031636,manhattan,440687.9,128119
6393358,0,1036177,manhattan,3892740.9,359326
6398817,2026980084,2005373,bronx,178147.4,47600
6398824,2046280001,2056950,bronx,246275.9,75643
6398826,1021390161,1063409,manhattan,91390.7,28819
6398829,3067210065,3180185,brooklyn,111952.1,59456
6398830,3076200033,3208317,brooklyn,113018.5,39270
6398833,2032560190,2015738,bronx,132859.0,43776
6369438,0,3207055,brooklyn,730308.0,52462
6369439,0,3100251,brooklyn,148465.9,43032
6369442,0,3175335,brooklyn,121524.4,45600
6368683,0,3000178,brooklyn,1052523.1,204000
6372628,2029910005,2119255,bronx,463595.3,93600
6383491,0,1036067,manhattan,3778699.8,322721
6393601,3023170005,3425620,brooklyn,755330.9,91140
6393617,4088470214,4181355,queens,294347.7,85000
6409994,1007950037,1014731,manhattan,1869397.0,76651
6371608,0,2017737,bronx,175311.4,34620
6371610,0,2002178,bronx,393665.5,46500
6371611,0,2002837,bronx,273587.4,48395
6371612,0,2003259,bronx,229914.8,42000
6371615,0,2002840,bronx,164440.4,45955
6374353,0,2006781,bronx,183516.6,40000
6365661,1000080051,1090472,manhattan,1347802.8,102407
6374736,1013750049,1072007,manhattan,1702846.3,272316
6390953,0,1082210,manhattan,565252.0,41600
6382096,1008740073,1017905,manhattan,80942.9,27585
6382097,1022480012,1065066,manhattan,143519.2,43911
6382098,1005920082,1010258,manhattan,159711.9,38214
6382099,1007920012,1014574,manhattan,129254.7,34662
6382100,1006110027,1010832,manhattan,86612.4,25075
6382101,1006180028,1068033,manhattan,207011.9,32000
6382102,1015350007,1048879,manhattan,142339.8,27500
6382103,1006180044,1011115,manhattan,87263.4,27075
6382104,1018700042,1056407,manhattan,107234.0,26040
6382105,1011820029,1030931,manhattan,176447.5,44838
6382106,1018700043,1056408,manhattan,196377.7,41104
6382108,1007660071,1013822,manhattan,130804.2,25362
6382109,2032850015,2016573,bronx,130187.2,36185
6382110,1006290029,1011707,manhattan,363559.2,38376
6382111,1008930066,1019108,manhattan,177800.0,42231
6382112,1015530016,1050180,manhattan,164071.8,33300
6382113,1014370032,1044376,manhattan,118340.1,32966
6382114,4012900049,4029982,queens,130108.6,30540
6382115,4012900029,4029970,queens,118858.4,30540
6382116,1014680039,1045885,manhattan,130217.0,28560
6382117,1005910040,1010192,manhattan,555015.2,43128
6382118,4030850055,4072156,queens,181486.2,42450
6382119,4014920032,4036884,queens,149095.4,33600
6382120,4092340034,4192901,queens,156144.5,40700
6382121,4106980006,4229168,queens,139183.9,45760
6382122,4105420103,4224547,queens,141714.1,34560
6379416,3013140036,3034762,brooklyn,138770.2,36485
6355281,0,4047327,queens,1329985.2,41836
6355786,0,4074925,queens,156800.8,39940
6360946,0,1041786,manhattan,153574.6,41287
6382921,0,1001935,manhattan,223534.2,37196
6376141,0,2007657,bronx,153979.1,32900
6354384,1021720100,1064147,manhattan,204497.8,47642
6354394,1020980043,1062459,manhattan,149596.5,41526
6354404,1020500118,1061001,manhattan,175370.1,47586
6354409,1021110064,1062653,manhattan,184958.1,46800
6354413,1020510020,1061047,manhattan,159507.6,37752
6354418,1020510035,1061051,manhattan,186412.7,42516
6354425,2044260005,2051262,bronx,151483.1,47886
6354435,1022390021,1064965,manhattan,153202.8,45962
6354451,1021420202,1063511,manhattan,167358.6,45760
6354461,1021390312,1063436,manhattan,139294.3,40720
6354464,1010860031,1027079,manhattan,339553.7,31541
6354488,1015220041,1048401,manhattan,126789.8,31620
6354513,1007400037,1013054,manhattan,211221.0,32930
6354525,1020750011,1061882,manhattan,93599.7,29520
6354533,1020750008,1061881,manhattan,106561.7,29520
6354540,1020660029,1061593,manhattan,227453.0,36496
6354545,1020670043,1061629,manhattan,108506.1,26724
6354554,3010537503,3391759,brooklyn,275000.0,43500
6354594,2024720028,2002891,bronx,115149.3,29400
6354602,2024560244,2002761,bronx,146992.2,41184
6354738,2027940062,2007405,bronx,123868.0,32150
6354754,1005640004,1009196,manhattan,355787.0,43395
6354826,1014290041,1044041,manhattan,83543.3,25758
6360182,1021800450,1064452,manhattan,686486.5,136320
6360197,1012400024,1033612,manhattan,791374.3,196293
6360218,1018890072,1057167,manhattan,270035.2,94804
6360227,1018937501,0,manhattan,702336.4,172017
6360240,1018910011,1057214,manhattan,175417.6,62605
6360267,1021710012,1079930,manhattan,401436.4,81300
6360276,1021790489,1064380,manhattan,371725.4,117678
6360283,1018940067,1057332,manhattan,487572.3,151912
6360383,1018967501,1057388,manhattan,548026.2,69280
6360401,1012420062,1033688,manhattan,367183.0,99494
6360432,1009390028,1086501,manhattan,1659698.6,213549
6360466,2026530028,2127500,bronx,527396.7,54412
6361001,1017290052,1053863,manhattan,218767.9,38680
6362105,1020860054,1062283,manhattan,142110.3,29750
6376585,3011730067,3029411,brooklyn,81379.4,26576
6376709,3026390007,3337774,brooklyn,349266.6,45000
6381426,1012130058,1032085,manhattan,507766.8,34463
6381457,1005007502,1007673,manhattan,696172.5,46055
6381627,1018207501,1076517,manhattan,154242.6,36637
6381632,1021710105,1064133,manhattan,147160.4,43737
6381637,1012160016,1032151,manhattan,99873.3,25090
6381640,1021790258,1064363,manhattan,90361.1,29322
6381650,1018740037,1056544,manhattan,140496.5,37572
6381655,1022430354,1065032,manhattan,139503.7,47180
6381663,1018820038,1056910,manhattan,140100.8,47234
6381668,1018830025,1056979,manhattan,84926.3,26424
6381704,1017247501,1087607,manhattan,304517.1,32150
6381714,1021390316,1063437,manhattan,130642.0,40720
6381719,1012070006,1031641,manhattan,118380.3,28764
6381748,3051010044,3117147,brooklyn,198513.8,46338
6381763,3051230016,3117610,brooklyn,129421.4,37800
6381767,3051230019,3117611,brooklyn,117859.3,37800
6381779,3051230022,3117612,brooklyn,149250.1,41868
6381784,3051620020,3118799,brooklyn,139591.3,32385
6381795,2026090043,2004217,bronx,162557.4,32860
6381799,1019080001,1057775,manhattan,232621.7,37875
6381801,2028760065,2008819,bronx,125705.9,29315
6381803,2028760067,2008820,bronx,112615.6,29315
6381806,2039990001,2042276,bronx,189213.9,42140
6381809,2056437501,2082595,bronx,83926.8,29649
6381818,2028080096,2007698,bronx,172125.7,42000
6381845,1014240041,1043917,manhattan,99919.1,27888
6381855,2030500008,2011545,bronx,100946.7,28000
6381861,1012530004,1034176,manhattan,77706.7,25270
6381868,2057030165,2083148,bronx,122884.9,44000
6381872,2032670056,2016155,bronx,287019.2,43645
6381886,1016807502,1087781,manhattan,167440.1,25174
6381901,1020830026,1062188,manhattan,94769.0,26630
6381910,2058600230,2085037,bronx,102043.1,30000
6381999,1019080060,1057807,manhattan,972167.6,88630
6382005,1015570052,1050323,manhattan,38167.0,32500
6382008,1007760012,1014230,manhattan,79313.5,34213
6382013,1007750064,1014206,manhattan,396920.4,30928
6382021,1005440005,1008770,manhattan,261745.4,33996
6382023,1021520072,1063616,manhattan,127862.0,9500
6382041,1020510043,1061053,manhattan,93041.5,25986
6382044,1020510045,1061054,manhattan,75509.3,25986
6382048,2030950007,2012658,bronx,79341.3,25176
6382052,3014990020,3040255,brooklyn,139523.6,44433
6382056,1018240014,1055037,manhattan,118715.0,33873
6382060,1020730020,1061791,manhattan,158875.0,31690
6382062,2026030150,2004141,bronx,200703.5,39035
6382070,2026030026,2004129,bronx,236620.8,31050
6382075,2026220040,2004403,bronx,140343.0,25578
6382582,2026030208,2004149,bronx,198752.4,39520
6382586,2026030030,2004130,bronx,141655.0,40500
6382587,2025050003,2124472,bronx,247009.3,47064
6382591,2028260024,2007882,bronx,148030.6,28100
6382597,2027850056,2007284,bronx,162684.5,30000
6382602,2027850054,2007283,bronx,156804.9,30000
6382608,1022150407,1064615,bronx,153475.3,40075
6382616,2028290062,2007955,bronx,252074.6,40633
6382641,1020290039,1060438,manhattan,133566.4,28200
6382642,2028400014,2008047,bronx,168794.0,39600
6382646,2025500044,2003612,bronx,242822.5,37770
6382651,2032250136,2116621,bronx,211897.9,39529
6382661,1022500023,1065078,manhattan,152454.1,35620
6382669,2025500038,2003611,bronx,199044.3,36000
6382671,3019740051,3056589,brooklyn,157490.8,44460
6382676,3016830085,3420455,brooklyn,169572.8,28628
6382680,2028390018,2008027,bronx,241879.9,46117
6382682,2025540044,2003661,bronx,158791.0,38784
6382692,1021170034,1062764,manhattan,180720.8,27607
6382697,1021590012,1063846,manhattan,129297.5,34600
6382702,1021590025,1063850,manhattan,173411.9,35244
6382711,1021610064,1063877,manhattan,153876.4,39485
6382713,1021610060,1063876,manhattan,155980.9,39485
6382716,1021610055,1063875,manhattan,177910.0,38510
6382721,1021570091,1063800,manhattan,217487.5,25815
6382734,2025500010,2003606,bronx,98710.9,26100
6382737,2026830039,2005083,bronx,121408.7,25926
6382743,2026030020,2004126,bronx,113668.0,29230
6382748,2026030022,2004127,bronx,99350.1,29232
6382751,1020990011,1062464,manhattan,206930.1,40194
6382756,2026830090,2005090,bronx,180904.7,40992
6382763,2026030165,2004144,bronx,260734.2,38419
6382769,1022390037,1064969,manhattan,146503.5,37690
6382771,2025680060,2003819,bronx,151288.2,27575
6382774,2024030035,2001737,bronx,121933.0,26200
6382780,2026300051,2004495,bronx,285287.1,44366
6382794,2027460007,2006073,bronx,143858.6,36005
6382798,2027120028,2005635,bronx,433358.0,47826
6382806,2027080001,2005543,bronx,215054.1,41750
6382810,2025070029,2003124,bronx,181761.4,39358
6382820,2028720040,2101691,bronx,286071.8,33200
6382839,1021690012,1064025,manhattan,142576.6,33358
6382841,2050470023,2069898,bronx,267923.8,36000
6382845,1022360017,1064928,manhattan,167671.9,37860
6382848,1020530058,1061133,manhattan,129083.8,27108
6383804,2029470040,2009914,bronx,138016.9,28279
6395457,2027620280,2006487,bronx,87976.9,25765
6402025,1004767502,1088502,manhattan,537036.3,43721
6402031,1004537501,1088706,manhattan,506156.2,46707
6402058,1012450070,1033820,manhattan,327058.1,48992
6402217,1014227501,1087271,manhattan,492254.7,27415
6403065,1021360050,1063315,manhattan,139877.3,40778
6403069,1011470059,1030158,manhattan,127944.1,28971
6403075,1018267501,1076519,unknown,222711.3,48636
6403082,2030800041,2092279,bronx,127856.9,26739
6403083,2030800004,2092278,bronx,116822.8,32932
6403091,2031490061,2013522,bronx,107793.4,37350
6403240,2031990062,2014321,bronx,172460.8,40000
6403293,1005207501,1008142,manhattan,195183.7,33383
6403299,1011170016,1028131,manhattan,145661.1,34290
6403305,1011860084,1031128,manhattan,139562.8,41800
6403308,2033470043,2018362,bronx,117241.1,44950
6403319,2033520001,2018488,bronx,84409.7,36000
6403322,2057987502,2112823,bronx,246646.6,37408
6403323,1015710008,1050751,manhattan,270826.1,47855
6403327,1019490018,1059238,manhattan,155278.6,46752
6403379,1020810014,1062085,manhattan,173555.2,38925
6403386,1021800032,1064394,manhattan,84826.2,28775
6403389,1018890061,1057157,manhattan,81542.4,26997
6403424,1016540029,1052393,manhattan,175634.9,28014
6403427,1020540089,1061190,manhattan,125541.5,25400
6403430,1020540096,1061192,manhattan,161912.2,31014
6403433,1020530101,1061154,manhattan,158192.8,45234
6404297,1018280030,1055117,unknown,107817.0,27510
6404375,1001807502,1002045,manhattan,153953.6,25500
6404456,3054007501,3395374,brooklyn,333561.8,47842
6404463,2031340009,2013272,bronx,138501.3,32621
6404535,2031990066,2014322,bronx,174687.4,40000
6404543,3073210066,3198185,brooklyn,212899.0,46200
6404550,2033230032,2017668,bronx,149042.9,49657
6404554,2033060018,2017193,bronx,117695.4,32300
6404564,2033070058,2017228,bronx,89237.9,35537
6404570,2032980016,2016953,bronx,146551.2,47145
6404572,2033070053,2017225,bronx,143582.8,36684
6404581,2033070007,2017215,bronx,141782.0,36216
6404584,2033070084,2017234,bronx,141832.3,44916
6404588,2041960030,2046611,bronx,139273.2,42000
6404596,2041780005,2046331,bronx,151630.0,38250
6404636,2048190034,2062832,bronx,171055.8,44177
6404686,2048280026,2063059,bronx,165210.3,42490
6404692,2048280031,2063060,bronx,240481.4,42740
6404805,2048220001,2062878,bronx,182496.3,43155
6404811,2050430001,2069782,bronx,133473.4,34440
6404819,2033270063,2017765,bronx,142308.4,42254
6404833,4005400040,4534928,queens,254469.1,41900
6404841,4125290238,4537924,queens,280690.0,43353
6404846,2033280046,2017798,bronx,163516.6,46800
6404848,2032180052,2014743,bronx,174749.2,39792
6404850,2032180054,2014744,bronx,178833.1,39792
6405435,1010430017,1078893,manhattan,228117.8,41900
6409931,4005500010,4529893,queens,431581.3,87995
6409937,4125290239,4618244,queens,332178.3,86648
6409940,3023220028,3397906,brooklyn,362709.8,62969
6409943,3023220010,3418435,brooklyn,959920.3,71188
6409962,1020650026,1061579,manhattan,163554.0,52854
6371128,2043920040,2050818,bronx,286620.1,26327
6375955,0,2008046,bronx,263193.9,60570
6375961,0,1061701,manhattan,112515.8,25884
6375964,0,2007556,bronx,144814.6,25400
6375972,0,2007557,bronx,157079.0,30000
6375977,0,2013903,bronx,278314.5,73734
6375985,0,2002766,bronx,110194.5,28695
6375987,0,1059846,manhattan,234653.0,65172
6375988,0,2023432,bronx,418011.7,67500
6375989,0,2023565,bronx,235225.2,40986
6375992,0,2023433,bronx,187048.2,41200
6379693,1009437501,1076166,manhattan,6576798.4,889184
6366513,0,3071191,brooklyn,46585.4,40840
6356777,0,2008319,bronx,196218.8,39700
6356778,0,2088242,bronx,398883.2,83267
6356795,0,2008127,bronx,126418.9,27083
6366805,1017090016,0,manhattan,242646.7,334463
6368186,1020270024,1060424,unknown,14527.3,32799
6368346,1020360049,1060597,manhattan,125177.0,28500
6400321,2048260043,0,bronx,145865.2,34355
6395327,0,5023696,staten is,138369.3,13830
6387489,0,1022630,manhattan,436487.3,49500
6354931,3011550054,3325284,brooklyn,74609.2,32112
6357895,0,409769,queens,18217.7,31704
6364626,3050820003,3116564,brooklyn,81633.8,29000
6360943,0,3155854,brooklyn,106804.7,45540
6360944,0,3247035,brooklyn,77944.7,27450
6360945,0,3167046,brooklyn,79052.7,34000
6366086,0,3335470,brooklyn,155092.5,37499
6375803,0,1014271,manhattan,482274.2,42564
6375807,0,3137194,brooklyn,100496.4,32400
6403615,3014010043,3037733,brooklyn,99973.5,26575
6403620,3013260015,3035201,brooklyn,116624.7,37000
6403622,3013050072,3034452,brooklyn,94403.3,27500
6410098,0,3414226,brooklyn,1057038.5,48000
6410099,0,3020595,brooklyn,152801.3,34000
6379872,0,1048283,manhattan,134805.2,41600
6410108,4026110480,4059024,queens,9492573.3,147781
6410220,2026790001,0,bronx,2799111.9,43335
6410228,4124940008,4442286,queens,1079302.6,34273
6387567,0,3063379,brooklyn,230087.4,23400
6390774,0,3063106,brooklyn,116621.2,27166
6387176,0,4191831,queens,252710.3,46200
6387183,0,2016465,unknown,327512.5,88440
6387190,0,3817561,staten is,353723.2,75414
6387204,0,1063480,manhattan,204623.9,54220
6387217,0,3117570,brooklyn,340783.5,86262
6388062,0,4038966,queens,193026.4,49638
6388068,0,4072618,queens,175461.0,74400
6388075,0,4050956,queens,287480.1,93118
6388493,0,2014962,bronx,303400.6,92748
6388497,0,4117035,queens,138598.2,49925
6390562,0,3118801,brooklyn,273268.1,80676
6390565,0,3034873,brooklyn,417788.7,136892
6390571,0,4207873,queens,227963.1,63360
6390601,0,3176951,brooklyn,116516.3,52410
6390854,0,4192596,queens,186960.0,37024
6390859,0,4044993,queens,277530.4,40936
6390860,0,3126793,brooklyn,153983.2,41963
6390863,0,3392635,brooklyn,240552.0,42276
6390873,0,1088162,manhattan,191364.1,35917
6390882,0,4041668,queens,225187.9,39267
6390899,0,1031996,manhattan,131977.3,43896
6390930,0,3147808,brooklyn,168957.9,48000
6365616,0,1088870,manhattan,7244303.1,753409
6355767,0,3247936,brooklyn,185530.2,31776
6356621,0,3195252,brooklyn,148548.8,42268
6389069,0,1062326,manhattan,373116.8,156118
6564028,3011047504,0,brooklyn,257060.6,31365
6564029,1008910023,1018902,manhattan,116050.4,38235
6564030,3000200021,3329400,brooklyn,184139.5,44940
6564031,4008580005,4018351,queens,834150.6,348071
6564032,1012440046,1033742,manhattan,1467174.5,46851
6564033,3052370028,3121214,brooklyn,126609.4,47080
6564036,4002100022,4003042,queens,123848.0,41584
6564039,2044360027,2051421,bronx,171973.6,64969
6564040,2045700032,2055615,bronx,266971.3,56688
6564041,0,2003065,bronx,163379.6,55105
6415406,1002387502,1087663,manhattan,651481.3,47552
6567144,0,2007634,bronx,216706.6,53400
6567220,2032480140,2015289,bronx,308638.5,44928
6451420,3032290033,3395061,brooklyn,324046.0,43302
6545431,3087070375,3245361,brooklyn,438258.9,42000
6549770,1008380062,1015945,manhattan,260416.8,75509
6549794,1008160062,1015298,manhattan,129319.0,33878
6549809,4106020034,4226132,queens,82055.9,28500
6424726,0,1050352,manhattan,728150.4,137238
6507617,1005620024,1009108,manhattan,1487874.0,149211
6549977,1010277503,1086135,manhattan,7251064.7,684515
6431228,0,1015254,manhattan,5029072.3,506417
6414508,1014010032,1042463,manhattan,177162.8,38850
6421252,2052590016,2072463,unknown,1286813.1,256000
6429589,0,1089911,manhattan,431453.1,75615
6446390,1019630006,1059516,manhattan,92647.6,31878
6446447,3073780078,3200893,brooklyn,189693.9,55674
6446462,3052330044,3121097,brooklyn,139649.1,55800
6446465,3051740008,3119246,brooklyn,197099.5,71811
6446471,2046410010,2057259,bronx,215485.5,63388
6446474,3053280037,3124305,brooklyn,326788.1,104300
6446477,3074580036,3204905,brooklyn,201462.8,70700
6446481,3056280001,3137193,brooklyn,213556.2,72000
6465944,2025040141,2003054,bronx,407055.4,122850
6466675,0,1084661,manhattan,1324009.7,67750
6490418,0,1016068,manhattan,1870218.9,132121
6547563,3074590065,3204941,brooklyn,100511.0,29460
6547565,4079140055,4165857,queens,436243.2,36215
6554051,4014337501,4035224,queens,273056.9,73800
6555790,4004250005,4005066,queens,161554.8,108000
6568882,1005300046,1008494,manhattan,110182.0,36252
6418625,1022150465,1064643,bronx,310290.4,77810
6433713,3019050001,3054892,brooklyn,955895.1,272000
6433779,3019050080,3054896,brooklyn,940568.2,272000
6444059,1008750079,1017945,manhattan,917906.7,57330
6445090,1005470019,1008827,manhattan,135.5,14312
6434640,0,1064343,manhattan,264881.4,71185
6434641,0,1063413,manhattan,145212.3,51140
6434643,0,1007297,manhattan,765386.1,67407
6434649,0,3148662,brooklyn,186645.8,50400
6434652,0,4000006,queens,236283.8,84760
