,bbl,eui
4512,4050460010,57.9
4514,1012390044,31.6
4515,4004750030,77.6
4516,1014067504,27.6
4517,4114290001,64.7
4518,4052817501,75.0
4519,4001617501,21.5
4520,1017247501,77.8
4521,4019390011,21.9
4522,4001840009,84.6
4523,4001960027,73.7
4524,1012950020,58.6
4525,4012940036,76.4
4526,1017490066,79.0
4527,1021770100,98.8
4528,1005710025,42.7
4529,1021760104,132.1
4530,3074140033,85.5
4531,1021770091,77.2
4532,1008160063,15.2
4533,1006340016,14.4
4534,3008290020,68.3
4535,1021090007,98.4
4536,1019900001,52.0
4537,4001700001,59.0
4538,1011630001,38.4
4539,2033560164,15.7
4540,2025260078,44.7
4541,2057760614,80.3
4542,1009160055,62.6
4543,1002157502,72.0
4544,1007950014,39.6
4545,1004747503,93.6
4546,1001400001,62.0
4547,1021347503,52.7
4548,1004857501,13.8
4549,1005130010,56.0
4550,1001477509,108.2
4551,1002300031,19.7
4552,1004977502,68.2
4553,1001807507,280.1
4554,1002197504,45.3
4555,5006107502,69.0
4556,1006947501,52.5
4557,1011657505,87.5
4558,1005160026,42.5
4559,1001367502,48.7
4560,1005697501,70.7
4561,1007977501,53.0
4562,1001897501,22.6
4563,1005290001,79.2
4564,3020607501,168.8
4565,1001507501,45.6
4566,1001407505,78.0
4567,1002207502,133.6
4568,1002187501,37.7
4569,1020337502,42.9
4570,1007977502,66.3
4571,1006987501,107.8
4572,1002227502,28.9
4573,1007927503,45.7
4574,1005300007,31.2
4575,1006380004,42.2
4576,1005527504,46.5
4577,1002157501,41.1
4578,1012467501,63.8
4579,1012167501,87.0
4580,1001437503,66.3
4581,1001787502,62.5
4582,1007670019,12.4
4583,1004870016,18.4
4584,1007937502,46.4
4585,3023677501,50.3
4586,1001947501,28.6
4587,1000527502,66.4
4588,1001907508,37.8
4589,1002177502,45.3
4590,1001907501,42.0
4591,1001747505,38.2
4592,1000657501,61.5
4593,1001717501,13.0
4594,1002300020,64.8
4595,1005137503,70.1
4596,1002190026,41.4
4597,1005297502,38.8
4598,1001897502,44.6
4599,3010417501,40.6
4600,1005450007,42.6
4601,1000727501,39.0
4602,1005310001,75.7
4603,1004980020,78.5
4604,1002357501,45.9
4605,1005147505,76.4
4606,1000177502,118.1
4607,1005150031,49.0
4608,1004757505,40.4
4609,1013470009,50.9
4610,1005610014,69.5
4611,3046750045,92.1
4612,1005950016,11.7
4613,3002680015,56.5
4614,1006080074,10.6
4615,1002100026,57.6
4616,1004980018,109.1
4617,1005020004,56.1
4618,1005300044,68.4
4619,1011850082,64.6
4620,1012100017,63.4
4621,1011200061,55.6
4622,1001870030,41.2
4623,1012290054,20.8
4624,3011710002,56.9
4625,1018950001,10.9
4626,2033030001,44.8
4627,3022880013,25.6
4628,1008950066,82.7
4629,1005390031,71.3
4630,1004227503,41.9
4631,1011830046,37.0
4632,4099137501,46.3
4633,2032010030,86.3
4634,2032130051,85.4
4635,2033080045,79.3
4636,2033360019,80.9
4637,3055970064,101.8
4638,1019880086,118.0
4639,4006250067,90.5
4640,4006250070,16.7
4641,1013100041,33.1
4642,3071167501,69.6
4643,3051077501,17.5
4644,4023440004,66.3
4645,2041747502,46.2
4646,1008910077,59.6
4647,1002237502,77.8
4648,1016430010,85.3
4649,1006010052,92.9
4650,1009310017,47.1
4651,2033280085,49.9
4652,3065760048,94.1
4653,1021700348,11.4
4654,1021700353,203.6
4655,1021700348,106.8
4667,1018910026,77.1
4674,1021800400,69.7
4676,1009180001,70.4
4677,1008340019,61.8
4679,1013030014,97.4
4680,1012100055,57.4
4681,1021800480,114.7
4685,1018870045,83.7
4686,4021550001,136.5
4687,1012450037,42.4
4688,1016157501,43.2
4689,1008040018,67.7
4690,1018467501,64.4
4691,4030990042,83.3
4692,4021520106,71.5
4693,4021510101,109.7
4694,1014057501,53.4
4695,1014710045,65.6
4696,1012237504,74.3
4697,1018760007,58.0
4698,1008750055,80.3
4699,1018880076,12.6
4700,1016767504,97.9
4701,1012520065,76.9
4702,4031690036,68.3
4703,1011960013,60.4
4704,4021520101,98.3
4705,4021540001,138.9
4706,1008970075,105.5
4707,1012450034,79.9
4708,1011710151,59.5
4709,2038270223,123.7
4710,4003810005,47.6
4711,4001830250,56.8
4712,2032200051,5.6
4713,1018600020,136.4
4715,1013360030,110.3
4716,1021540021,123.6
4717,1010260037,235.9
4718,3013070001,10.3
4719,2030610003,10.5
4720,3044080001,27.2
4721,3053010001,14.3
4722,4035400042,47.6
4723,2038270142,43.0
4724,1014017501,69.6
4725,1013920028,191.7
4726,5028420001,19.2
4727,3066810389,98.6
4728,4155070007,66.7
4729,3066810230,100.8
4730,1000680028,111.1
4731,1019777501,52.8
4732,1004127503,79.3
4733,1009290001,78.9
4734,3070660010,87.9
4735,3052310072,87.8
4736,2059030283,78.6
4737,4006640005,69.6
4738,4001610014,69.5
4739,1007650035,79.6
4740,1007750017,52.3
4741,1021660033,80.3
4742,1012487502,45.2
4743,3009630067,75.9
4744,1018790036,56.4
4745,4062160001,50.3
4746,1005647503,45.8
4747,1021790098,105.8
4748,3010750005,105.1
4749,1021220048,76.5
4750,3026390007,44.6
4751,1007700048,78.8
4752,1019447503,87.5
4753,1005957507,25.7
4754,1008580058,30.7
4755,3011497501,94.8
4756,2054090493,39.3
4757,3036420001,8.6
4758,4008430061,95.1
4759,4032360035,101.1
4760,2031650055,111.3
4761,1015430009,59.7
4762,1006997502,33.7
4763,2032300005,95.5
4764,2032300010,99.7
4765,2031930017,106.2
4766,2032190156,123.7
4767,2025770048,132.4
4768,3001080012,43.1
4769,2023817501,55.0
4770,2031980031,101.0
4771,2025770052,113.1
4772,2024530030,72.3
4773,2024310001,75.5
4774,2024890054,43.0
4775,2028000013,73.4
4776,2028060033,72.9
4777,2028090005,76.9
4778,2042340052,73.7
4779,2031610018,94.9
4780,2032140025,83.1
4781,2032880035,79.6
4782,2033010092,97.8
4783,2033150098,73.0
4784,2033150094,86.1
4785,2032490092,59.5
4786,2032850001,67.2
4787,2033110051,62.1
4788,2033330001,78.9
4789,2033240019,71.8
4790,2048350018,67.6
4791,2049960041,108.2
4792,3037850075,122.3
4793,3037850001,108.6
4794,1002670001,497.2
4796,1002430056,42.6
4798,1002590001,42.8
4800,1005450026,65.4
4801,1005450026,36.6
4802,3027320012,44.9
4803,3019330060,89.4
4804,4062160001,50.3
4805,2029500020,76.9
4806,2028260034,80.9
4807,3056640006,78.2
4809,3001670013,59.2
4810,2025260090,80.2
4811,4104750350,33.7
4812,2026097502,42.6
4813,2023720032,90.3
4814,1020500136,21.8
4815,3048370089,68.6
4816,3053280023,56.9
4817,3087650027,13.5
4818,3073960053,87.1
4819,4003840022,15.8
4820,1010480033,144.9
4822,4023650040,78.7
4823,2027200028,76.6
4824,1021800015,82.6
4825,4002370001,27.3
4826,4043170001,19.0
4827,3010910040,84.9
4828,4026110508,9.3
4829,2033010063,96.4
4830,2032790006,77.9
4831,2033600077,67.0
4832,3026630028,3.1
4833,1010437501,48.2
4834,1015267502,71.3
4835,1018817503,74.0
4836,1021790500,117.2
4837,2023517501,47.0
4838,1010697501,46.2
4839,1010107506,144.5
4840,2024220030,121.5
4841,1021320007,108.8
4842,2027650146,98.0
4843,1004417504,58.0
4844,4093420007,41.4
4845,4093640001,97.1
4846,4093640010,110.6
4847,4093630033,79.1
4848,4093630008,58.4
4849,3063690001,60.0
4850,1007007502,29.6
4851,1014700025,60.6
4852,1004637501,59.6
4853,1007050001,73.0
4854,3013410012,19.6
4855,3013410001,110.3
4856,3004010001,79.9
4857,3013410001,186.2
4858,3017980077,59.6
4859,3017980020,69.7
4860,3017980020,131.7
4861,3017980020,103.1
4862,3021400026,74.9
4863,3021400026,34.7
4866,3021410019,334.4
4867,3021760001,79.5
4868,3021720001,23.7
4869,3021720001,59.4
4871,3021570006,61.7
4872,3021560007,61.9
4873,3021450008,51.9
4874,3021450018,77.5
4876,3015890022,74.0
4877,4157040040,72.4
4879,3018440050,73.7
4880,3018340072,60.3
4881,2051140014,47.8
4883,1018310056,72.3
4884,1004000031,70.8
4885,2042850005,18.9
4886,1021210024,23.4
4887,4000457502,50.7
4888,3015920100,81.5
4889,1015300001,157.0
4890,4017790006,103.1
4891,1003930025,90.4
4892,1019507501,58.1
4893,3029077501,20.3
4894,4012810054,12.6
4895,4019470001,83.3
4896,4050247504,41.3
4897,4098437501,72.7
4898,4022240048,89.0
4899,1000417501,123.5
4900,3010537501,38.8
4901,1021777501,25.3
4902,1022430004,56.7
4903,1012400036,106.2
4904,1012400029,75.4
4905,4121300014,79.6
4906,2026140038,57.6
4907,3000870009,65.7
4908,4026110503,24.0
4909,1020019005,89.6
4910,4001400010,62.6
4911,4010160130,21.6
4912,2033050036,33.9
4913,1005200029,65.3
4914,1013030045,78.8
4915,4002020023,15.8
4916,4022880027,68.1
4917,4000510020,52.2
4918,4000550020,66.8
4919,1005447503,71.1
4920,1012947501,140.0
4921,1007667504,68.9
4922,1009300038,55.1
4923,1009300041,46.6
4924,4004387502,0.0
4925,1006930059,29.5
4926,1010107503,56.1
4927,3030470015,47.1
4928,2026060020,2.1
4929,2031327501,53.9
4930,1014630021,271.9
4931,1019940066,77.7
4932,3013180051,75.6
4933,3021337502,83.2
4934,1003100027,37.3
4935,1007167506,54.6
4936,1020517501,45.5
4937,4005037502,65.0
4938,1008497501,61.3
4939,4006460030,71.9
4940,3030260001,181.6
4941,3030270001,115.6
4942,3030250046,64.7
4943,3030240001,82.3
4944,1002310037,20.8
4945,4035900085,42.5
4946,1008110010,48.9
4947,1008110062,37.2
4948,1008400004,79.6
4950,1015900019,96.7
4951,1007620019,50.2
4953,1013060042,57.4
4954,1008150021,105.0
4955,1008670015,59.2
4956,1000100016,44.0
4957,2057390257,89.9
4961,1001807508,163.5
4962,1007600012,16.2
4965,1020370011,42.9
4966,1020370001,676.4
4971,3021327502,35.7
4972,1018457501,88.7
4973,1012207503,55.9
4974,1018960014,65.7
4975,4033477501,109.8
4976,3001647501,130.9
4977,1008410020,70.1
4978,1020140045,63.9
4979,3068030051,77.1
4980,1009980012,38.7
4981,1015147502,56.1
4982,3025767501,50.6
4983,3057087503,63.7
4984,4051850017,68.6
4985,3021930001,7.4
4986,5038750001,53.8
4987,1008640032,79.0
4988,4017270008,76.0
4989,4058437501,54.4
4990,4064850003,83.8
4991,1009437501,91.4
4994,1007910016,68.3
4995,3050820072,82.8
4996,3010600008,70.8
4997,1007710038,82.9
4998,1009090015,88.9
4999,1005000005,64.9
5000,3026797503,30.4
5001,1000130001,42.2
5002,1019760056,8.7
5003,1019990036,83.8
5004,1019610037,0.0
5005,1019760048,51.0
5006,3002440026,10.7
5007,4004067501,27.4
5008,3019090015,54.2
5009,1011370010,51.4
5010,1011370001,108.9
5011,1011340001,42.3
5012,1011340001,44.6
5013,1011340001,192.3
5014,1003447501,30.7
5015,1015717501,110.4
5016,1012900003,57.0
5017,3057850023,66.5
5018,2023337501,53.7
5019,2023847501,47.0
5020,3029220034,55.2
5021,2029760079,71.5
5022,3063280001,72.4
5023,1019200007,54.5
5024,1008170057,87.9
5025,4112310246,49.1
5026,1001537501,34.7
5027,1006957508,48.4
5028,3065807504,21.6
5029,1001357509,31.2
5030,3011710007,62.1
5031,4005047501,72.5
5032,3010800035,72.1
5033,3072807501,33.7
5034,4000527503,42.9
5035,3027427502,60.8
5036,3018160031,31.4
5037,3059880001,91.4
5038,1015220030,14.9
5039,1001337511,122.4
5040,3061150006,61.1
5041,3061150001,77.8
5042,2025730087,66.2
5043,2038120001,79.0
5044,1013177501,71.1
5045,3012017501,42.3
5046,1002367503,46.0
5047,3009377504,54.8
5048,1008807501,31.3
5049,3002447502,71.2
5050,1006190026,445.2
5051,1006190033,84.6
5052,1006190033,23.0
5053,3018930047,52.0
5054,1005940115,0.0
5055,1007620006,103.5
5056,3050440053,32.6
5057,3068027503,6.5
5058,2037380010,54.4
5059,2037380001,86.3
5060,1021070014,88.7
5061,4162310044,35.0
5062,2024530035,90.7
5063,2024530041,80.0
5065,4156220001,135.6
5066,2058411945,134.9
5067,4161520046,342.7
5068,3009560047,85.1
5069,4002680015,75.5
5070,4092540001,47.1
5071,1021330046,69.4
5072,1018470021,43.9
5073,1019440036,114.1
5074,1020310054,112.1
5075,3012510001,102.8
5076,3034660020,109.3
5077,4101700023,73.1
5078,4122770001,66.7
5079,1019270033,67.9
5080,3012050062,110.7
5081,3050560073,69.5
5082,3069270060,34.0
5083,3012080001,126.7
5084,1018250059,62.5
5085,2028770202,109.3
5086,2028780083,86.9
5087,2028780169,84.3
5088,3014740056,85.8
5089,3015880001,52.7
5090,4102007501,90.4
5091,4121820080,24.7
5092,3032040004,132.7
5093,2028780023,117.2
5094,1016670043,44.6
5095,3014330023,87.1
5096,2028760025,46.1
5097,1015990001,101.9
5098,3035320025,72.9
5099,3013990145,74.0
5100,3013990115,50.3
5101,3013090049,107.8
5102,2028760031,99.1
5103,3043350030,74.5
5104,3016370005,93.3
5105,1003790053,82.1
5106,3066040049,60.5
5107,2033547501,50.2
5108,1002670001,96.3
5109,1005450026,75.8
5110,3032760041,31.7
5112,2028660007,59.1
5113,3011260029,81.6
5114,4002890021,30.1
5115,3074180036,49.7
5116,2023450018,23.1
5117,2026070034,130.1
5118,2025300009,151.2
5119,1007890062,82.4
5120,2036730001,29.6
5121,2036730002,238.5
5122,2036730060,49.3
5123,5016960008,20.9
5124,2036450001,58.3
5125,2028660015,110.3
5127,1012160048,52.2
5128,2030657501,13.1
5129,3067380035,60.4
5130,1018800007,51.9
5131,1018820036,78.4
5132,2057430002,72.8
5133,2057790815,79.0
5134,2033100066,71.7
5135,2032910035,48.9
5137,2028690087,75.1
5138,2027630220,90.6
5139,1019050063,101.1
5140,2028030002,73.0
5141,2032560005,89.3
5142,2027740349,24.9
5143,2038700028,85.2
5149,1006010047,142.2
5150,1008500025,33.5
5151,2033280147,93.0
5152,2028100024,86.3
5153,2027920051,79.3
5154,3051940001,160.6
5155,3017477503,61.0
5156,2026907504,51.9
5157,2025520061,95.3
5158,2031480006,94.6
5159,1008180010,54.7
5160,1014710021,67.1
5161,2028350012,51.2
5162,4025850021,68.9
5163,4002750023,31.6
5164,4002850001,21.8
5165,3013380022,7.1
5166,3013380017,3.4
5167,3002457502,46.2
5168,2023510025,50.2
5169,2030140005,81.1
5170,2030137501,70.1
5171,2030147501,51.3
5172,1009337501,66.9
5173,2030010020,102.1
5174,2029960027,88.5
5175,1021320114,64.4
5176,5024000118,27.5
5177,3023410009,43.8
5178,3025307502,69.5
5179,3025307501,47.9
5180,3004440061,60.6
5181,3024157502,35.2
5183,3017990044,124.7
5184,3018040010,41.9
5185,3018090001,28.4
5186,3018090062,172.3
5192,3018030011,596.7
5193,3017940054,27.1
5194,3017940139,34.6
5195,3017940121,291.3
5196,3017940115,23.5
5197,3018020051,113.2
5198,3018030042,32.2
5199,3018030027,241.3
5200,3018090001,79.5
5201,3017990044,85.6
5202,3018030027,102.2
5203,3018080174,77.6
5204,3017940011,91.4
5205,3018020051,77.4
5206,2024620042,28.6
5207,1000307501,58.1
5209,4000840011,62.7
5210,3020060001,64.2
5211,1017350012,64.9
5212,4000170029,79.5
5213,1015390010,63.0
5214,1003430043,28.8
5215,2028100037,72.7
5216,1010630035,46.7
5217,1015580050,55.8
5218,3070490051,62.5
5219,1010570058,63.2
5220,1010330006,93.5
5221,2030500010,26.0
5222,1020510025,99.9
5223,2026690001,103.3
5224,2033100029,82.8
5225,1005147506,29.2
5226,1016010027,66.0
5227,1016310025,91.3
5228,1016370028,82.5
5229,1016770014,59.8
5230,4000550017,94.6
5231,2028520021,81.5
5232,2028540021,70.3
5233,2028540018,63.1
5234,2028540015,84.2
5235,2028660110,54.4
5236,2028050031,58.9
5237,2028290068,82.7
5238,2028540064,86.2
5239,1019500041,75.0
5240,1019870024,85.7
5241,2028290063,69.9
5242,2028500047,99.8
5243,2028280017,69.0
5244,1017360001,43.0
5245,1017360060,140.2
5246,1019670040,46.3
5247,1014050001,359.6
5248,4073490001,110.8
5249,1013127501,39.7
5250,1008600045,48.2
5254,1008990001,75.6
5255,1008960032,78.3
5256,1004097502,75.7
5257,1010450037,64.7
5258,4050447501,59.9
5259,3019180006,70.3
5260,4162160027,32.1
5261,2056417501,27.8
5262,4097110125,81.8
5263,1018210014,13.7
5264,2024560237,134.1
5265,1015270035,71.7
5266,1014290013,51.5
5267,3031607503,5.0
5268,3022960012,74.8
5269,4014560041,78.7
5271,3015850031,74.9
5272,3009640047,54.7
5273,3036670028,78.8
5274,4003210011,78.8
5275,4001840037,73.0
5276,3000327502,38.2
5277,4096290001,88.9
5279,3050800039,42.2
5280,3051000091,73.5
5281,1001897507,59.4
5282,4161810042,51.7
5284,4063240020,152.8
5285,1005427502,63.0
5289,1007200049,81.9
5291,3056630033,95.3
5292,2027950014,36.3
5294,1013160001,90.5
5295,4098350033,58.1
5296,1008820052,43.0
5297,1007880086,61.6
5298,4003120089,23.7
5299,3070457501,86.9
5300,3064500001,117.7
5301,4161510092,102.7
5302,4158530039,109.2
5303,2033160033,68.3
5304,4161390011,22.8
5305,4161510006,72.8
5306,4158900042,51.7
5307,4068510012,152.1
5308,4008500380,6.5
5309,4103430227,33.4
5310,3074400028,73.5
5311,3033330013,126.5
5312,3051210054,93.9
5313,1005190036,84.7
5315,1001440001,52.6
5316,1013760051,52.8
5317,1014920037,64.1
5318,1014927501,58.2
5319,1006327503,64.3
5320,1015760001,60.5
5321,1011387502,66.1
5322,1011717513,63.4
5323,1011717512,68.1
5324,1011710157,15.4
5325,4032340185,124.3
5327,1019930001,55.0
5328,2031110009,89.7
5329,2026910064,55.3
5330,1011540156,82.3
5331,3068180074,53.2
5332,2030487501,54.3
5333,2030517501,30.9
5334,4158537502,36.5
5335,1020310014,81.0
5336,1003767501,38.0
5341,1014000060,199.5
5347,1008570076,39.9
5349,1008570062,73.3
5350,2028450047,68.5
5353,1021140035,82.8
5354,2024217501,57.6
5360,1020370011,135.6
5362,1004720011,15.8
5364,1004720004,28.8
5365,2028450045,21.1
5366,2028430079,101.9
5368,2028450007,22.9
5369,2028450077,78.4
5370,2028380004,75.3
5372,2028410025,81.4
5373,2028590001,91.5
5374,2028440021,92.7
5375,2028450001,106.5
5376,2028450070,85.6
5377,2028460061,23.7
5379,2028450020,75.7
5380,2028450027,88.2
5381,2028470029,126.6
5382,1008580078,38.3
5383,1014950033,56.6
5384,1021390578,64.9
5385,1021390537,52.3
5387,1018590015,54.6
5388,1005610012,65.6
5389,1003907502,96.8
5390,2040420200,81.4
5391,4096810091,57.6
5392,4156290062,78.8
5393,5028770025,71.9
5394,5028930001,56.4
5395,5028940001,71.5
5396,2024260012,69.7
5397,2024320005,106.4
5398,2024330023,90.6
5399,2024500029,86.2
5400,2024500031,97.5
5401,2024560051,97.0
5402,2024570050,79.9
5403,2028160070,145.1
5404,3045710001,63.1
5405,3045710050,73.4
5406,3085560080,22.2
5407,4156270021,89.2
5408,3032310001,120.5
5409,1022180035,70.5
5410,2024330028,78.6
5411,2024530055,53.9
5412,2025220070,79.6
5413,2026967501,63.8
5414,2030380029,19.5
5415,2042847501,76.3
5416,2045457501,78.4
5417,2051417501,41.3
5418,3012230053,97.2
5419,3045170003,44.6
5420,3038080011,50.7
5421,4092810046,54.1
5422,4092810044,58.5
5423,4156220100,93.4
5424,5031250116,87.7
5425,2024260004,109.4
5426,2024260008,160.6
5427,2024340047,49.4
5428,2028160001,22.2
5429,2028310032,78.8
5430,2037107501,45.6
5431,2046477501,49.2
5432,3045170001,90.7
5433,1000257501,59.6
5434,3023070038,56.5
5435,3030580001,86.6
5436,1014750005,54.1
5437,3011780026,50.1
5438,4001620028,85.8
5439,2043200014,102.6
5440,2049960060,114.7
5441,2033480008,139.3
5442,2032610018,99.6
5443,2043200022,57.2
5444,1007580037,79.4
5445,1012727503,183.8
5446,4019107501,10078420.0
5447,4019107501,360623.0
5448,4019107501,5677425.0
5449,4019107501,5638220.0
5450,4019107501,5638300.0
5451,4019107501,11082470.0
5452,4019107501,366667.0
5453,1015830015,58.4
5454,1005767502,4924282.0
5455,1009300001,261.8
5456,4041330001,76.1
5457,2057890024,64.2
5458,3019820001,90.1
5459,1012980023,62.6
5460,1018670009,15.9
5461,2033260045,82.5
5462,1021800522,64.8
5463,1015210064,12.7
5464,2032190175,121.2
5465,2039100115,7.6
5466,2036990037,51.3
5467,1014820020,233.6
5468,1011340001,142.3
5469,3000527501,76.4
5470,1018297501,61.5
5471,4002677501,71.8
5472,3002310017,1.8
5473,1003980008,65.0
5474,3002310019,61.8
5476,1005947504,57.8
5477,3014650050,69.1
5478,3013990062,67.6
5479,3021060016,8.5
5480,1018827502,136.4
5481,4033940008,53.3
5482,2027350014,56.0
5483,1018310053,99.6
5484,3030830006,84.1
5485,3031010014,90.5
5486,1011170019,96.7
5487,3061200046,108.0
5489,3052270013,48.2
5490,1021520067,44.2
5491,3051100068,50.3
5492,3050660068,27.9
5493,3048157501,50.9
5494,3087920063,66.2
5495,1006720001,82.0
5496,1004600052,98.7
5497,1004600051,90.1
5498,1004600050,151.6
5499,1004600049,126.0
5500,1004600048,123.5
5504,2025860001,11.1
5505,3015910045,77.4
5507,1009970001,160.2
5508,1001480015,28.4
5509,1005450026,109.6
5510,4093770001,26.2
5511,1010307501,44.5
5512,3024727503,72.7
5513,4156610045,120.7
5514,4156610049,92.4
5515,4156610055,108.9
5516,4156610031,62.6
5517,4156610041,96.8
5518,3023327502,66.7
5519,1018420053,62.9
5520,4096950014,40.0
5521,3031390021,46.2
5522,3065630010,85.8
5523,2025100069,73.7
5524,2031600014,104.7
5525,2033480071,65.1
5526,2033520029,76.5
5527,2046550001,92.4
5528,2029460022,100.1
5529,2031230056,126.6
5530,2029470009,106.5
5531,2029460018,24.8
5532,2031230046,108.0
5533,2029470035,159.5
5534,2031230044,25.6
5535,1021740166,125.2
5536,4033480021,89.1
5537,1022250042,110.5
5538,1022390001,59.5
5539,1008230059,44.7
5540,1005230047,68.0
5541,3012800001,90.8
5542,2026140004,29.7
5543,2026097501,86.5
5545,1010160058,29.5
5546,1010160051,235.8
5548,1010160015,364.2
5549,1008600001,14.3
5550,1005807501,64.5
5551,1007780020,44.8
5552,1010300001,298.5
5553,1006970056,61.5
5554,4043430090,293.1
5555,3031410001,74.0
5556,4026810001,10.3
5557,3027970011,59.9
5558,3029090030,27.5
5559,3039710019,68.5
5560,2023720013,43.5
5561,3022507503,79.6
5562,3022427503,59.9
5563,3018847501,41.8
5564,4000157501,52.5
5565,4032930050,82.9
5566,3048530035,56.1
5567,3048530028,75.7
5568,3034087501,54.8
5569,3022450058,47.1
5570,1003030027,12.9
5571,3001560012,38.8
5572,1014967502,92.0
5573,1013760015,60.4
5574,1005800011,57.1
5575,1015407503,50.2
5576,1002487501,54.2
5577,1004077503,60.8
5578,2029330029,121.1
5579,1017700071,58.8
5580,1021700550,90.9
5581,1013197503,48.1
5582,4050667501,28.7
5597,2025820026,87.3
5598,2025820022,83.6
5599,2025820030,99.2
5600,3054160069,100.8
5601,3012140013,85.7
5602,2030830068,101.4
5603,3012300044,66.3
5604,1018750010,100.9
5605,1018750053,136.3
5606,1017740033,44.1
5607,1008300073,72.5
5608,3086647502,53.1
5609,2026087501,55.2
5610,3051620065,36.4
5614,3022907501,58.8
5615,4012420032,80.9
5616,1014510017,53.9
5617,4091020027,50.8
5618,4089250026,39.8
5619,5015480100,63.3
5620,5039830080,64.5
5621,5020990024,67.7
5622,5011580103,98.1
5623,5038470030,40.8
5624,3024080032,108.1
5625,3009690052,112.5
5626,3035310023,87.8
5627,1012180010,62.8
5628,3052340016,57.9
5629,1012180001,75.9
5630,1021440029,20.5
5631,4008900091,73.6
5632,1010110038,63.8
5633,4004327501,113.3
5634,4102100022,88.5
5635,3075570124,160.2
5636,3039240029,73.2
5637,2022900008,24.2
5638,2025990128,0.1
5639,2025990128,1.1
5640,1002307507,50.7
5641,4092040009,69.2
5642,4044147504,24.5
5643,3069000011,66.8
5644,3069440085,112.9
5645,1007677506,37.0
5646,1009207501,36.6
5647,1022200043,70.3
5648,3060500019,164.5
5649,1013207504,21.3
5650,4004227501,36.6
5651,3055220036,86.3
5652,3016230073,47.6
5653,3022647517,50.1
5654,2028080062,65.4
5655,3024200037,65.6
5656,3050840049,32.0
5657,3056900042,70.6
5658,1021560066,148.5
5659,1004850021,76.6
5660,1012430008,62.5
5661,1021800032,90.6
5662,3020730028,45.2
5663,1020920046,41.1
5664,4088920071,53.0
5665,4019557501,17.4
5666,1001937512,43.4
5667,3058710069,41.2
5668,1013960048,97.4
5670,1014050066,51.9
5671,1008270008,39.5
5672,1008270012,24.9
5673,4098440042,53.9
5674,2057710057,71.8
5675,2058141225,93.3
5676,5011570031,16.7
5677,4030557502,52.5
5678,3002020001,39.6
5679,1005000011,56.4
5680,5027050140,21.9
5681,2043440042,71.0
5682,2033210050,105.2
5683,2043440019,95.5
5684,4026680007,32.9
5685,3073540036,62.5
5686,3073540042,85.4
5687,4051927504,45.8
5688,5021620140,29.9
5689,3087720078,67.7
5690,3015527501,34.2
5691,4010160075,54.6
5692,2025750034,0.0
5693,4004180014,32.1
5694,4012720006,79.1
5695,3051130024,57.2
5696,2028730021,72.5
5697,4028577501,31.2
5698,4028600016,2.3
5699,1006160011,74.1
5700,1008910062,52.6
5701,1013757504,123.0
5702,1013930014,77.1
5703,1009987501,54.5
5704,4001130035,31.3
5705,1011460018,58.6
5706,3087100055,16.3
5707,4092090049,64.4
5708,4050250064,63.8
5709,1013070029,110.4
5710,4018410001,56.7
5711,4012260001,44.7
5712,4013360032,60.6
5713,4013430031,62.9
5714,2022710001,96.3
5715,2022720005,248.2
5717,1008597502,33.3
5718,1015170062,81.0
5719,2031430155,134.3
5720,1003730064,100.6
5721,3056150048,65.7
5722,4026810027,73.7
5723,1016020009,58.1
5725,1008900049,98.4
5726,1015900044,64.5
5728,1006160011,74.5
5729,1013380005,62.0
5733,4014570001,55.4
5734,1011717501,106.8
5736,1017700158,69.5
5737,1016450015,91.6
5738,1016160001,48.7
5739,1003950012,27.6
5740,3072790006,52.9
5741,1018467501,79.3
5742,1005307509,46.5
5743,3002470025,80.1
5745,1011660007,62.1
5746,1015500007,65.0
5747,1008787501,51.3
5748,1005680006,62.9
5749,1006340036,113.4
5750,4005867501,82.9
5751,4002687501,42.9
5753,4031717501,101.7
5754,1011507502,55.0
5755,3002657501,61.6
5756,1011717501,73.9
5757,1012237503,81.6
5758,4004297501,41.0
5759,1012377501,72.0
5760,1006467501,74.5
5761,3042570006,44.5
5762,1022460130,69.9
5763,2027520005,109.3
5764,2029857501,69.4
5765,2030020047,74.3
5766,3014127502,99.8
5767,4012920050,152.7
5768,4083930025,283.8
5769,5040000039,155.9
5770,5040010001,85.0
5778,5040010001,154.2
5781,5040020001,99.8
5788,1021290024,87.2
5789,2042910001,90.2
5790,4022650090,68.3
5791,2028410005,31.9
5792,4004180024,105.8
5793,1013110058,82.9
5794,3056060017,55.3
5795,2029220002,88.2
5797,4000217501,59.1
5802,3001577501,93.2
5803,4005570003,105.6
5804,1018887504,33.5
5805,2025680073,75.0
5806,1008030016,63.3
5807,1019950063,74.6
5808,5028200095,47.0
5809,3052200050,82.1
5810,2037400055,63.5
5811,1021220084,155.5
5812,1013820017,105.1
5813,3073527501,31.4
5814,2038990010,86.3
5815,2039170010,105.1
5816,2053840010,91.9
5817,2032710002,75.5
5818,2042610024,135.9
5819,2057030160,116.8
5820,2044380016,90.0
5821,2044460047,94.7
5822,2048300034,92.0
5823,2048220021,95.7
5824,1021800122,128.5
5825,2040070005,125.8
5826,2038710007,99.0
5827,1022280018,109.8
5828,2032400037,104.2
5829,2043220043,90.0
5830,2032590022,87.6
