,bbl,eui
19725,3038187501,15.2
19726,3016990027,77.4
19727,3020457501,83.7
19728,1020677502,59.4
19729,1010107508,47.4
19730,2030277501,47.9
19731,1012760001,90.5
19732,4101550024,51.3
19733,3087740006,200.5
19734,3067800022,69.5
19735,4109450110,96.9
19737,2033000003,167.9
19738,1000880002,0.0
19739,4032380039,74.7
19740,2042510001,75.7
19741,4155910001,47.6
19742,4155960007,38.4
19743,1014720046,32.1
19744,1008750056,47.6
19745,4103430100,13.3
19746,2027650198,28.2
19747,1021420090,58.8
19748,1009140011,88.8
19749,1010110025,101.6
19750,1009110008,54.6
19751,1008810041,73.3
19752,1004120048,160.5
19753,1005807503,32.8
19754,2025140005,132.2
19755,4099850020,147.6
19756,3067320045,55.0
19757,1000880018,27.0
19759,4000840023,4.2
19760,1006320017,42.8
19761,2050970005,147.7
19772,3052490035,70.4
19774,1019930023,81.7
19777,1018910062,13.0
19778,3053210010,87.6
19779,1011377501,71.9
19780,1020310038,23.1
19787,3002410008,94.9
19788,3002410028,13.3
19789,1015070041,75.6
19791,4161807501,110.1
19792,1015310001,162.5
19793,1007750058,56.5
19794,4035410007,59.9
19795,3030560240,158.2
19796,3028960001,11.3
19797,3028870001,118.1
19798,4000270046,43.5
19799,3081180011,188.4
19800,4033930049,8.9
19801,4088840017,96.3
19802,1016380057,32.3
19803,3081340001,17.4
19804,1010350009,43.3
19805,2030530028,55.7
19806,2030530045,65.1
19807,2025460011,97.6
19808,3007720053,95.6
19809,3052920035,98.6
19810,3051250056,39.9
19811,3031170042,78.0
19812,4004090007,91.5
19813,3014650020,46.5
19814,1012930008,87.0
19815,1020650007,15.0
19816,4103150135,75.6
19817,3020857501,234.0
19819,1011830050,51.8
19820,1011830053,57.2
19821,1013307502,166.6
19822,1010190001,139.3
19823,2026690009,11.2
19824,2027620123,75.8
19825,3058700037,84.7
19826,4017850001,126.7
19827,3022750101,67.6
19828,2032550071,65.6
19829,1015680037,108.5
19830,1021520061,89.0
19831,1021230038,89.1
19832,4098040050,84.8
19833,2022880036,89.1
19834,2023697501,76.6
19835,1021117502,20.9
19836,3059290054,100.1
19837,3061330001,64.4
19838,1001727505,37.0
19839,1005377501,56.9
19840,3030400001,79.6
19841,1021420211,82.8
19842,4022480228,0.0
19843,4032387505,39.5
19844,4067410006,83.7
19845,1007917502,41.7
19846,1007927501,59.9
19848,2057920422,82.7
19849,1021800092,101.1
19850,1022420037,74.6
19851,1022170039,24.1
19852,1022170035,160.4
19853,2032810045,74.7
19854,2032810050,119.3
19855,2048310048,95.8
19856,1012930012,84.0
19857,3036340001,92.5
19858,3067397503,17.9
19859,3050557502,18.1
19860,1018790037,62.2
19861,3029167505,47.8
19862,1006027504,53.5
19863,1003440040,902.5
19864,1003440040,50.6
19865,1022170039,92.8
19866,3035120014,88.3
19867,3045250001,11.1
19868,4036670023,10.2
19869,2031300100,99.7
19870,1011250061,55.4
19871,4125290220,62.3
19872,1002320012,78.9
19873,1005110006,49.6
19874,1017227502,29.9
19875,1008930064,79.1
19876,3061140006,103.1
19877,3017150043,52.3
19878,3018070001,40.2
19879,3013327505,41.2
19880,3031770004,10.0
19881,3012530001,63.7
19882,4004130016,43.0
19883,1014107502,78.2
19884,3012050127,84.7
19885,1022480036,66.4
19886,4015440001,71.5
19887,2033130001,83.0
19888,2033080040,74.2
19889,1021680056,87.2
19890,1021680074,113.8
19891,1021610001,82.8
19892,2029510041,78.2
19893,2031730024,60.0
19894,2032980038,65.3
19895,1020780061,34.9
19896,1021700037,71.2
19897,1021700042,14.7
19898,1020510001,71.0
19899,1018237501,56.3
19900,2022947501,107.1
19901,2033830001,129.4
19902,2033650071,36.6
19903,1015040047,95.9
19904,1015020059,64.1
19905,1015020012,17.1
19906,1012860001,97.2
19907,4122770001,62.6
19908,3009570062,104.6
19909,2026237501,60.1
19910,1021620001,175.4
19911,1021530001,28.7
19912,1021530001,101.0
19913,2024560240,59.2
19915,3022647522,21.7
19916,2026100065,102.5
19917,3000640008,43.2
19918,3018867507,86.0
19919,5044720001,92.7
19920,4024600009,2.6
19921,3014550070,69.0
19922,3046300001,87.5
19923,3049680044,79.4
19924,3054170033,84.2
19925,3057290030,89.1
19926,3076020029,84.8
19927,2028800061,82.5
19928,2028800047,69.1
19929,2028800135,83.4
19930,2043200042,51.4
19931,2043210050,61.0
19932,2024710050,63.5
19933,1020910017,68.6
19934,1021800315,74.4
19935,1019010001,52.1
19936,4001400040,67.0
19937,1008950079,73.5
19938,1009960043,146.1
19939,3015037501,41.0
19940,2023710009,4.7
19941,3155367501,12.5
19942,2032917501,46.5
19943,2031050034,103.9
19944,2023700016,24.8
19945,3025680001,29.2
19946,2026740051,75.2
19947,1008220058,47.1
19948,1008810001,85.5
19949,1010600051,100.2
19950,3070870076,53.9
19951,3062650006,71.7
19952,4002150001,36.8
19953,3022230015,29.2
19954,3051507501,68.9
19955,3087600200,124.5
19956,3084700050,92.9
19957,3084700055,97.6
19958,3084700050,0.1
19959,1018430034,181.3
19960,3069900010,40.1
19961,2028790107,45.0
19962,4050240033,51.4
19963,1010297502,88.5
19965,1019930107,20.7
19966,1019930073,92.4
19967,1020830015,109.4
19968,1019950016,95.8
19969,1019540012,173.2
19970,1004920004,147.4
19971,1004940009,100.4
19972,1004710040,71.0
19973,1017090007,68.7
19974,1017860041,54.7
19975,1017860007,73.7
19976,1016150060,57.7
19977,3023787501,49.5
19983,2030640001,90625.2
19984,1020060042,136.8
19985,3071357501,39.8
19986,3030740012,144.4
19987,2031980001,88.2
19988,2033570248,78.6
19989,3073257508,62.2
19990,4012970050,59.5
19991,3078000039,42.2
19992,3024770001,30.5
19993,3031880056,37.0
19994,1009960021,67.5
19995,1019017501,46.7
19998,1006930064,75.4
19999,1020870038,105.6
20000,1021360106,100.2
20001,1021180001,132.4
20002,1020720064,96.4
20003,1020710036,119.4
20004,1021090041,126.9
20005,1021140005,95.5
20006,1021150001,116.5
20007,1020880087,15.0
20008,1020070002,126.1
20009,1020870097,131.7
20010,1020480021,101.4
20011,1020830001,118.3
20012,1020980023,111.5
20013,2032180035,35.1
20014,1012720034,47.2
20015,1012727502,88.5
20016,5075770003,49.9
20017,1006240041,58.3
20018,1019870037,94.1
20019,1005640039,32.4
20020,2031600005,159.3
20021,2031810001,118.2
20022,1008310059,69.7
20023,2033110040,49.1
20024,2050650001,38.5
20025,2028560053,115.8
20026,1016670012,126.0
20027,2029380009,55.7
20028,3029930001,114.0
20029,2033300068,20.1
20030,2024870030,100.5
20031,1012810062,65.1
20032,3018560041,17.6
20033,1021370131,18.2
20034,1021370131,132.0
20035,4038867501,25.5
20036,2030680069,46.1
20037,2026907501,80.1
20038,2026907502,22.4
20039,4052750001,273.4
20040,2059140315,112.8
20041,4098440005,68.1
20042,2029520009,13.7
20043,2029570001,60.8
20044,2029550036,23.5
20045,3053380060,45.8
20046,5015110200,46.2
20047,4000990010,80.9
20048,1020850020,78.8
20049,1010830001,93.8
20050,1010690024,36.1
20051,4161840001,41.0
20052,5002000026,57.6
20053,3043280015,55.1
20054,2031880014,73.0
20055,4000060130,28.0
20056,2032470170,87.5
20057,4021030001,11.5
20058,4021020001,10.8
20061,1003720012,91.0
20062,4035247501,38.3
20063,3050640036,24.7
20064,3082350315,164.0
20065,3082350289,65.0
20067,3074220917,91.1
20068,3052567501,39.5
20070,1016720001,33.4
20071,1016120001,64.2
20072,1020720030,49.9
20073,1020730029,44.5
20074,1016130006,26.4
20075,1018630029,79.3
20076,2031250001,99.4
20077,3014020024,122.5
20078,3037710037,14.5
20079,3037710041,136.2
20080,1017680001,92.0
20081,1016450012,79.1
20082,2030060067,87.3
20083,2030060053,75.1
20084,1015950001,76.0
20085,1008220031,61.1
20086,1008320053,53.0
20087,1008440042,87.6
20088,4043120010,578.1
20090,4050020042,231.9
20091,2033260018,17.0
20092,2030060084,87.9
20093,1018717503,25.8
20096,4049570033,35.8
20097,4015497501,45.3
20098,1014100033,72.8
20099,4050447502,21.5
20100,4159080009,44.4
20101,2044230001,158.0
20102,2044220001,175.4
20103,3084460019,39.2
20104,1001620001,66.7
20105,5057350001,47.7
20106,4008050001,73.8
20107,5024007501,56.8
20108,1001950030,26.5
20109,3048530086,76.6
20110,3066170045,20.7
20111,4050197502,40.5
20112,1012717501,269.1
20113,1013957501,0.0
20114,1008707501,78.1
20115,1015157503,47.6
20116,1014220005,129.3
20117,1021720064,88.8
20118,1021720060,84.6
20119,1018880087,48.2
20120,1018870058,109.0
20121,1012280001,49.5
20122,1012260040,44.6
20123,1012360010,44.9
20124,1012000005,78.4
20125,1012000025,57.2
20126,1012080029,38.1
20127,1015020052,138.2
20128,1015210020,73.5
20129,1015810030,55.9
20130,3053990015,47.2
20131,3053900074,42.8
20132,2024390090,121.0
20133,2024390080,141.0
20134,2024390001,134.4
20135,2057960129,50.3
20136,2059090163,50.3
20137,4030860040,69.7
20138,1004627501,61.2
20140,2033117501,29.0
20141,4096310232,87.7
20142,3056310014,529.5
20143,3056260001,81.1
20144,3056320001,111.5
20146,1012630038,88.9
20147,3056380033,82.9
20148,3056380019,20.9
20149,3052880061,632.9
20150,3056310038,943.8
20151,3056310038,944.0
20153,3076200005,67.3
20154,1015120062,19.4
20155,1005620001,75.9
20156,1007187502,33.4
20158,1008330049,50.5
20159,1008340029,67.7
20161,4001200012,89.7
20166,3002510001,51.5
20167,3002340008,55.1
20168,1012630038,67.1
20170,1008607504,81.0
20171,1008160063,43.2
20172,3027140033,18.8
20173,3067240001,91.4
20174,1009087502,64.9
20175,1006970031,64.8
20176,3051280029,4.5
20177,1010260041,169.7
20178,1012420024,74.8
20179,1010200051,127.0
20180,3010200052,34.1
20181,4026117501,47.4
20182,1012590047,46.3
20183,2033240070,75.6
20184,2033460026,64.8
20185,1008020049,36.9
20186,4004157505,63.2
20187,1007570017,65.0
20188,1007610028,72.7
20189,1012610054,62.9
20190,1013730160,54.9
20191,1008250056,10.2
20192,1008250024,39.5
20193,3066300039,84.6
20194,3023060018,64.2
20195,3023060022,62.7
20196,1015780001,74.9
20197,1010410050,58.7
20198,1005297508,70.5
20199,1012460029,74.8
20200,3001657502,52.6
20201,4071170401,85.8
20202,4022510054,96.5
20203,4022510002,89.0
20204,1008847503,48.9
20205,1015160001,69.9
20206,1013037501,96.0
20207,3000547501,35.9
20208,1005087502,104.2
20209,3010667504,34.1
20210,3010527503,43.2
20211,3002717502,37.0
20212,1011587508,53.5
20213,1012700020,65.6
20214,3054170058,83.9
20215,1011860091,58.8
20216,1008770084,79.9
20217,1018837502,17.6
20218,1008687501,65.6
20219,2028110003,96.7
20220,2036500001,170.5
20221,2036490001,15.8
20222,1018950008,0.0
20223,4021270018,58.8
20224,4021320054,84.5
20225,4021330036,123.8
20226,4033380030,73.0
20227,2059040086,78.2
20228,4001390024,67.8
20229,3045980058,122.4
20230,3013270072,93.7
20231,3052460047,104.3
20232,3052330015,69.1
20233,3067240001,91.1
20234,3067480045,84.1
20235,3076740039,78.1
20236,3058410001,78.1
20237,2030640100,1.7
20238,2031470050,26.0
20239,2030640001,442.9
20240,2030510045,94.2
20241,1015820052,53.0
20242,3022880001,81.9
20243,1004260005,130.0
20244,2039870058,64.4
20245,4012667501,54.4
20246,1012530035,69.8
20247,3072987503,12.1
20248,3031970042,53.2
20249,3065327501,54.8
20250,1019107501,69.2
20251,4125290205,49.9
20252,3019677503,15.8
20253,3000307501,40.1
20254,3004447503,70.6
20255,2039820001,100.7
20256,1005870046,49.2
20257,1011170055,87.4
20258,1007650047,70.4
20259,1013240016,73.1
20260,1004610035,144.9
20261,1013420027,83.6
20262,4031640012,82.1
20263,1008887501,40.3
20264,4015550001,83.2
20265,1015280001,166.6
20266,1005120014,54.6
20267,4113760023,21.0
20268,1008600061,40.9
20269,3014367501,27.5
20270,1015690035,67.7
20271,1015020059,56.4
20272,3075790010,99.3
20273,1019107501,69.1
20274,1021590067,57.3
20275,1021550075,16.3
20276,1021590083,96.6
20277,1021590093:1021590067,64.3
20278,1021550080,115.0
20279,1022280007,69.4
20280,1021740105,81.0
20281,1021750180,105.5
20282,1021550083,103.6
20283,1021590009,85.3
20285,3052400025,56.7
20286,3052480012,67.0
20287,1020960017,66.1
20288,2025040141,59.2
20289,2022920037,67.0
20290,2028660045,90.0
20291,2028660080,26.5
20292,2031030020,30.7
20293,2031430036,67.4
20294,2051110001,11.7
20295,3061080022,48.1
20296,1016220020,70.2
20297,1016220043,43.0
20298,2028970127,88.8
20299,1008867504,26.8
20300,1009017502,23.5
20301,1005947509,67.7
20304,2031430155,134.3
20305,1017170028,41.3
20306,2030810008,79.6
20307,1005450046,72.8
20308,1012130009,66.0
20309,3061000028,65.3
20310,2033430260,75.0
20311,2016820045,199.4
20312,2016830086,170.4
20313,2016830088,104.8
20314,2016830089,94.8
20315,1018637501,37.1
20316,3015990030,39.7
20317,3036870012,74.4
20318,1012710050,120.8
20319,1019410020,92.9
20320,2029340047,95.3
20321,2032620106,95.5
20322,2023980022,83.8
20323,5010370006,117.9
20324,2030880039,52.9
20325,2027050005,63.6
20326,1021570081,83.1
20327,1018240016,86.5
20328,2023780034,91.6
20329,1018270001,83.6
20330,1012210001,66.6
20331,1009049024,18.1
20332,2028800153,98.5
20333,1017400007,79.2
20334,1022150700,68.4
20335,2029510057,46.0
20336,2033190021,29.1
20337,4003420018,40.8
20338,2026060041,68.9
20339,3026120125,74.8
20340,5000020015,72.7
20341,3020120001,37.9
20342,3050720006,38.5
20343,3010930038,79.3
20344,3018430020,93.9
20345,1007190029,222.8
20346,1013430024,38.4
20347,1018460044,57.7
20348,3010810043,106.2
20349,3019057502,63.4
20350,3019057503,47.5
20351,4020860040,88.9
20352,1003720041,64.2
20353,4049680024,35.6
20354,3019940007,47.5
20355,1008610059,56.8
20356,2039320182,172.5
20357,4013340013,51.6
20358,1019510014,117.6
20359,1020810001,110.2
20360,2027260066,52.3
20361,1011830032,56.3
20363,3018370053,99.6
20364,3018480001,85.0
20365,1004757509,117.4
20366,3054217501,42.3
20367,3033457502,27.2
20368,3025320001,56.0
20369,3009870001,58.8
20370,1007400001,411.0
20371,3067390057,30.8
20372,2043400008,75.5
20375,3009800075,98.9
20376,3043680001,80.6
20377,1020720001,120.1
20378,1012430001,3.0
20379,2028660020,70.7
20380,2028770516,62.1
20381,2027990025,95.2
20382,1007790057,40.0
20383,1009090028,74.9
20384,3064980030,26.0
20385,3064980032,48.8
20386,3007710110,60.5
20387,3008120001,21.0
20388,3008120020,1.1
20389,4001580038,82.7
20390,2030610026,68.8
20391,2029900027,56.6
20392,2030610036,95.9
20393,2030610022,60.9
20394,2029900043,87.5
20395,2029900050,74.6
20396,2029900037,149.4
20397,2029900034,6.2
20398,2028780170,71.6
20399,2028780178,48.9
20400,2027240220,266.7
20402,2028730103,87.3
20403,2028720365,121.5
20404,2029830038,73.4
20405,2029970026,19.9
20406,2029970009,97.1
20407,2029970013,74.2
20408,2029970017,84.5
20409,2029970001,53.3
20410,2029970005,68.6
20411,2028720252,62.1
20412,2027140061,208.0
20413,2027120023,76.8
20414,2027230012,101.3
20415,2027120001,97.1
20416,2027120040,80.9
20417,2027570010,83.3
20418,2027570024,76.9
20419,2027570028,62.6
20420,2027500020,85.9
20421,1002947502,55.2
20422,1002797502,44.6
20423,1002767503,38.6
20424,1003107503,40.8
20425,1007790027,41.4
20427,3047180001,417.0
20428,1010200005,89.8
20429,3010810038,70.4
20430,4007820001,144.1
20431,1013950020,36.1
20432,1021740089,91.8
20433,3056310014,525.8
20438,1001887504,55.3
20439,1005007506,69.5
20440,1001497503,56.9
20441,1009437502,31.2
20442,1010617502,22.5
20443,1010460023,64.1
20445,1003790045,35.0
20446,1016807501,34.8
20447,1018440033,94.7
20448,2032630031,81.9
20449,4005920008,71.5
20450,1008770009,65.8
20451,1006330028,46.7
20452,3002427501,67.4
20453,2025160026,13.1
20454,1004917502,41.4
20455,1021327501,25.9
20456,1021807504,36.9
20457,3070170043,14.8
20458,4025500053,37.9
20459,3053050051,77.4
20460,1015220012,75.5
20461,1011637502,57.8
20462,1004980011,50.3
20463,1007120014,71.2
20464,2028320001,82.0
20466,1012630059,77.7
20467,1012620054,92.1
20468,1012630061,99.4
20469,1012630024,51.3
20470,1012630018,70.5
20471,1009990009,149.0
20472,1008400019,41.5
20473,1008390070,36.8
20474,1013630008,55.7
20475,3075600057,48.4
20476,4004120001,0.7
20477,4000610055,53.9
20478,1008680008,87.0
20479,1007610053,32.4
20480,1010390017,158.8
20481,4006270007,58.8
20482,3034567501,29.2
20483,3050810015,77.0
20484,1021800200,60.1
20485,1004100071,63.2
20486,2024620033,63.1
20487,3010720040,64.5
20488,1001770002,4.2
20489,1012427501,36.7
20490,4067120032,69.5
20491,3035900050,80.9
20493,2036420030,36.6
20495,3000517501,94.1
20498,3055220036,63.3
20499,3085580010,70.6
20500,3075930051,56.4
20501,3003397503,40.2
20502,4031690036,10.8
20503,3057940150,55.5
20504,3043860001,68.7
20506,3020117502,50.4
20507,4021330016,17.6
20508,2029760020,84.9
20510,1008460071,75.5
20511,1014237501,84.2
20512,3056310001,75.9
20514,1000690006,66.8
20515,1007750044,81.0
20516,1013730160,33.2
20517,1007630028,60.1
20520,1011660061,45.7
20521,3002340059,74.4
20522,3002300017,64.5
20523,3051857501,82.9
20524,3004447501,47.5
20525,3003457501,40.9
20526,3003197502,70.1
20527,3002370008,69.3
20528,3011377501,37.2
20529,3002080331,56.2
20530,3002260010,67.0
20531,3069407501,68.0
20532,3002410001,74.8
20533,3002510043,70.9
20534,3020730015,68.2
20535,3002360001,62.6
20536,3002290006,54.2
20537,3002080508,60.5
20538,3048377502,29.5
20539,3002380065,48.6
20540,3074640035,57.8
20541,4162500001,63.3
20542,3003237503,73.2
20543,3088210001,62.7
20544,3010590050,61.8
20545,3002350028,69.9
20546,3002310030,18.1
20547,3010730041,56.5
20548,3002380026,62.0
20549,1012490022,81.8
20550,3002410008,54.0
20551,1013430036,79.0
20552,3002540062,72.2
20553,1004870001,50.2
20554,4098450027,76.7
20555,1019887502,46.0
20556,1004467502,69.4
20559,1014127504,68.5
20560,1014917504,37.3
20561,1015220014,62.1
20562,1007167505,94.9
20563,1020750053,50.8
20564,1020620041,93.0
20565,1003410070,85.1
20566,4050057502,64.6
20569,1006080039,78.9
20570,4005790055,87.4
20571,1013500020,61.4
20572,1005670019,65.4
20574,4051927502,46.1
20575,4049570033,37.3
20576,3018937503,56.4
20577,1022350029,61.5
20578,1012060001,82.5
20579,2030167502,54.6
20580,2038270215,84.4
20581,4001150187,33.1
20582,2046710051,69.2
20583,4023140001,65.8
20584,4023220001,308.9
20585,4023140001,135.5
20586,3012830001,116.7
20587,3072600028,80.2
20588,4005280050,66.8
20589,1012030001,64.2
20590,4050260035,56.5
20591,1008010049,59.1
20592,1013020043,86.0
20593,1007600018,78.2
20594,1018880053,53.0
20595,1018880063,57.4
20596,1012420001,64.1
20597,1008330024,21.0
20598,3009587504,38.6
20599,3054090038,87.3
20600,1018880010,52.5
20601,1015070001,66.8
20602,1018787501,72.1
20603,1018697502,75.5
20604,1014280045,57.5
20605,1012460036,63.2
20606,1013790051,76.8
20607,1018887503,63.8
20608,1021340071,40.2
20609,1011830029,79.8
20610,1011480056,91.9
20611,1018760046,54.7
20612,1012500094,60.2
20613,1011170029,67.4
20614,1008900020,62.0
20615,1012480019,60.1
20616,1015650028,74.9
20617,1012440001,50.2
20618,1021790170,48.1
20619,1011700023,56.2
20620,1014320005,74.6
20621,1012040016,64.5
20622,1008207504,56.2
20623,1011477501,54.6
20624,1018920032,43.0
20625,1020530001,15.6
20626,1010757501,73.3
20627,1015030069,67.8
20628,2057457501,27.0
20629,1015060065,90.9
20630,1007787501,49.5
20631,1010427502,60.6
20632,4076330001,104.9
20633,1015157503,64.8
20634,1012170006,12.2
20635,1015807501,59.7
20636,1011827501,58.5
20637,1013420023,43.9
20638,1005297501,45.1
20639,1011180022,46.6
20640,1004517502,56.8
20641,1014080041,54.3
20642,4014590001,61.0
20644,1021800633,72.9
20645,1011417502,82.2
20646,1014697501,74.1
20647,1003537501,68.1
20648,1014110053,60.7
20649,1011140061,33.8
20650,1005760066,58.7
20651,1011797501,18.5
20652,1010637502,31.8
20653,1005890014,72.0
20654,1011260048,71.4
20655,1015500045,62.0
20656,1011200007,143.2
20657,1018387502,45.5
20658,1018320006,75.9
20659,1015190046,49.4
20660,1019487502,53.9
20661,1018900073,59.0
20662,1014697502,49.5
20663,1015137503,43.8
20664,1008177501,56.2
20665,1012707501,69.0
20666,4000827501,56.2
20667,4058780075,52.7
20668,1005487501,82.6
20669,1015250001,52.8
20670,1001937501,60.0
20671,1001407501,95.7
20672,1011860095,64.5
20673,4067150002,89.3
20674,1015060003,65.9
20675,1011190029,89.8
20676,4076480002,123.3
20677,4071170051,97.8
20678,4000167501,39.1
20679,1009457502,35.3
20680,1012170011,14.6
20681,1015150046,55.2
20682,4006657501,30.2
20683,4076360007,74.0
20684,4076380012,72.4
20685,2036500001,98.2
20687,1011717514,20.9
20688,1008290032,76.8
20689,3002290001,64.7
20690,3000327501,34.6
20691,1007870067,49.8
20692,4156380001,57.0
20693,4156380001,113.1
20694,3001330013,36.0
20695,3001330015,96.6
20696,4102190287,25.6
20697,1006917503,41.1
20698,1011447501,74.9
20699,1012140014,16.7
20700,1012140010,22.8
20702,1013240015,63.2
20703,3074050736,74.3
20704,2058451863,106.1
20705,4082560108,76.8
20707,1008360007,48.5
20708,1021300022,118.0
20709,1007870023,62.6
20710,1021600001,130.4
20711,2032190094,83.0
20712,2046620075,36.9
20713,3074030029,62.6
20714,4083360001,263.2
20715,3031690017,62.8
20716,1021310013,123.6
20717,1008187502,35.0
20718,1001497501,52.8
20719,3012490007,68.6
20720,1004520006,61.1
20721,4000787502,49.8
20722,1009197502,54.9
20723,2057420136,57.5
20724,1015250005,153.6
20725,2047770002,392.9
20726,1008560009,57.4
20727,3044147501,85.1
20728,1016710052,21.0
20729,1006090020,19.3
20730,1002320006,65.4
20731,2024560140,68.6
20732,2024580085,66.8
20733,2024580025,83.7
20734,2024580080,52.8
20735,2024580016,75.0
20736,2033430216,77.3
20737,2033100040,71.7
20738,2033100053,13.1
20739,2024560150,77.8
20740,2028250010,99.3
20741,2042870055,68.0
20742,2043210013,52.9
20743,2043210021,49.6
20744,2043430001,101.5
20745,2032480100,59.5
20746,2032480084,78.5
20747,2032740027,75.5
20748,2032740021,73.0
20749,2046490041,59.8
20750,2032240032,85.9
20751,4033397501,60.5
20752,2033260001,74.6
20753,3067960026,63.2
20754,3067960017,80.7
20755,4014300043,64.6
20756,3073340018,63.3
20757,2033290001,76.9
20758,2033290025,83.1
20759,4001850027,59.0
20760,4015277502,73.0
20761,4001620011,59.5
20762,4001620034,64.4
20763,2033040128,97.5
20764,1021360007,56.9
20765,3067760065,64.0
20766,3053380075,75.6
20767,3073350068,83.1
20768,3059390006,55.8
20769,4033397501,49.0
20770,4033397501,44.7
20771,1005480040,94.0
20772,1006247504,70.7
20773,3064990058,136.2
20774,3065030099,130.9
20775,4050600037,46.1
20776,1004960001,142.3
20777,1012630034,88.2
20778,1007670043,115.7
20779,2031720003,70.8
20780,2030317501,52.6
20781,2028090026,113.9
20782,3047240040,75.4
20783,3050420056,67.9
20784,2032400028,46.1
20785,2049970001,45.4
20786,1014270038,66.0
20787,1014447501,50.7
20788,1014320045,101.2
20789,1008650053,72.6
20790,1011410051,43.5
20791,1016440001,134.9
20792,3048370065,41.2
20793,1005570017,21.5
20794,1004667501,64.2
20795,2033190056,76.3
20796,3086767503,16.7
20797,3043870001,50.7
20798,3066787502,19.2
20799,3002397501,74.5
20800,1013057501,35.3
20801,2029260002,194.7
20802,1007580028,56.7
20803,3088180043,86.2
20804,4015450033,71.3
20805,1019157501,41.8
20806,2027240220,59.5
20807,3051290041,39.9
20808,3051290040,40.1
20809,3054000068,55.8
20810,3054240018,45.2
20811,3016280024,45.5
20812,3004320025,14.1
20813,1020010038,120.6
20814,1020010050,84.6
20815,1015940042,84.6
20816,1015940050,72.5
20817,1019550026,75.9
20818,3021067502,76.9
20819,1013680042,56.6
20820,1010727501,62.7
20821,1017537503,34.9
20822,3050900086,65.7
20823,3031970034,38.3
20824,1016007503,99.9
20825,1019167503,63.9
20826,1011960009,46.8
20827,1014050051,66.6
20828,1019630055,86.5
20829,4014460045,62.4
20830,2057780879,59.2
20831,1010080026,122.7
20832,4097160122,35.9
20833,1021550068,134.6
20834,1021550091,90.1
20835,2024820001,89.5
20836,2046680001,77.8
20837,4051850043,69.3
20838,1001377503,85.6
20839,1012500100,54.0
20840,1005027501,72.2
20842,1015760005,81.1
20843,1005960092,70.0
20844,3081340301,64.2
20846,4001110011,141.2
20847,3081380250,69.3
20848,4129990160,117.5
20849,4025730025,78.1
20850,2056550326,120.7
20851,5021620600,165.5
20852,1006020036,54.9
20854,1003850014,64.6
20855,3001220005,90.8
20856,1007970007,23.6
20857,1007600068,89.3
20858,3001340001,90.9
20859,1007080020,27.9
20860,1007000027,48.4
20861,3001220013,75.1
20862,1000420001,95.4
20863,3011637501,17.6
20864,1008150014,38.1
20865,1007890062,86.7
20866,3026130001,84.2
20867,2045120005,17.8
20868,2023347501,64.7
20869,3066437501,6.0
20870,3025690035,82.2
20871,1013290035,14.4
20873,4050037502,38.6
20874,4001927501,55.0
20875,1004757513,50.7
20876,1020427502,20.7
20877,2022870026,32.0
20878,1019530036,57.7
20879,2039200005,106.5
20880,2046590001,35.7
20881,2027110128,50.9
20882,1001457501,56.1
20883,1007977509,44.8
20884,1005567501,50.8
20885,1010547502,93.7
20886,4016410001,77.5
20887,4120990050,66.5
20888,3066087501,90.0
20889,1014320001,54.3
20890,4058630200,131.2
20892,4015367503,43.0
20893,2033340010,71.1
20894,3052327501,26.2
20895,112347502,49.0
20896,1014730016,54.1
20897,1012480022,56.6
20898,1018900061,53.2
20899,1013100001,63.0
20900,3010840039,54.3
20901,4014930015,98.0
20902,1015490024,13.9
20903,1015310038,114.4
20904,4035260072,48.1
20905,1008500058,50.8
20906,1004750056,75.1
20907,1020077501,51.5
20908,1019490026,94.0
20909,3050440063,73.6
20910,5003270015,93.7
20911,5003270060,107.6
20912,1013930040,72.5
20913,3020047501,37.6
20914,1019190026,74.9
20915,1021700001,96.6
20916,3002120001,70.1
20920,1012320057,60.0
20922,1012600016,140.5
20923,4004340016,55.8
20926,4041160006,38.5
20927,2052930001,16.0
20928,3057940100,141.6
20929,5023800040,86.5
20930,2032990014,41.3
20931,1005190044,116.8
20932,3088210001,265.7
20933,3088210001,3.7
20934,3051857501,41.1
20935,3051857501,39.6
20936,3011377501,34.8
20937,3045157501,53.0
20938,3045167501,45.4
20939,1014900122,104.0
20940,1014880001,84.0
20941,1014670021,115.0
20942,1015120001,58.9
20943,1005770030,48.8
20944,1005217506,61.7
20945,1005780071,44.2
20946,1000777501,51.8
20947,1006077503,89.9
20948,1008670057,71.6
20949,1006077502,107.6
20950,1013817502,61.1
20951,1005610001,66.1
20952,1016170007,81.2
20953,2028800029,127.0
20955,3012730020,16.0
20956,3012730023,20.3
20957,3042710005,133.0
20958,3012730025,119.6
20959,1015447504,80.1
20960,1015437503,74.3
20961,3002077501,95.7
20962,3018590006,143.9
20963,3018590010,14.6
20964,3016760001,126.7
20965,3022200038,69.4
20966,2025230053,83.3
20967,1015830006,35.4
20968,3079690065,101.3
20969,3001407502,71.9
20971,1013830069,106.7
20972,1010187502,52.4
20973,1006917501,89.9
20974,1004127501,88.4
20975,1012470040,16.3
20976,2026040270,30.2
20978,2026040270,0.8
20979,1008260026,103.3
20980,4155610029,47.9
20981,4000700001,15.1
20982,1008200026,17.9
20983,1008260065,30.4
20984,1008290011,90.4
20985,1008230073,29.4
